"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Large Unusual Load Type","Large Unusual Load Quantity","Large Unusual Load Quantity_notes","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Wifi Enabled","Well Pump Controlled by VSD","VSD Motor Input","VSD Motor Input_notes","VSD Motor Input Units","Notes","Room Name","Room Type"
"Appliance_00007648","SITE_01048","Room_00015447","Large Unusual Load","Smart Home Device",1,,"No",,"Unknown","Unknown","Vivent","Unknown","Unknown","Yes","N/A",,"N/A","N/A","N/A","Hall_1","Hall"
"Appliance_00007609","SITE_01049","Room_00003888","Large Unusual Load","Water Pressure Device",1,,"No",,"Unknown","0306M993582","Myers","3nfl72-12","No","No","N/A",,"N/A","N/A","N/A","Outside_2","Outside"
"Appliance_00007610","SITE_01064","Room_00004005","Large Unusual Load","Pool Pump",1,,"No",,"Unknown","Unknown","Alpine Corporation","PAL8000","No","No","N/A",,"N/A","N/A","Pump for fishpond","Outside_2","Outside"
"Appliance_00007611","SITE_01064","Room_00004005","Large Unusual Load","Pool Pump",2,,"No",,"Unknown","Unknown","Geoglobal Partners","DP560","No","No","N/A",,"N/A","N/A","Fish pond pump","Outside_2","Outside"
"Appliance_00007612","SITE_01064","Room_00004005","Large Unusual Load","Water Filter",1,,"No",,"Unknown","462683-00386881","MacClean","5P335","No","No","N/A",,"N/A","N/A","N/A","Outside_2","Outside"
"Appliance_00007613","SITE_01064","Room_00004005","Large Unusual Load","Water Softner",1,,"No",,"Unknown","GM101237B","General Electric","GXSF40H 02","No","No","N/A",,"N/A","N/A","N/A","Outside_2","Outside"
"Appliance_00007614","SITE_01064","Room_00003998","Large Unusual Load","Kiln (Electric)",1,,"No",,"Unknown","731","Skutt Electric Kiln","145","No","No","N/A",,"N/A","N/A","N/A","Garage_2","Garage"
"Appliance_00007615","SITE_01064","Room_00003998","Large Unusual Load","Kiln (Electric)",1,,"No",,"Unknown","1275","Skutt Electric Kiln","231-18","No","No","N/A",,"N/A","N/A","N/A","Garage_2","Garage"
"Appliance_00007616","SITE_01064","Room_00003998","Large Unusual Load","Welder (Electric)",1,,"No",,"Unknown","10207-U1950700542","Lincoln Electric","Weld-Pak 100","No","No","N/A",,"N/A","N/A","N/A","Garage_2","Garage"
"Appliance_00022619","SITE_01064","Room_00004005","Well Pump","N/A",,"N/A","No",,"Unknown","Unknown","American Granby","Unknown","No","N/A","No",,"Unknown","Unknown","Owner says 1 horsepower","Outside_2","Outside"
"Appliance_00007673","SITE_01067","Room_00015616","Large Unusual Load","Water Pressure Tank",1,,"Yes",2007,,"Unknown","Flexcon or Challenger Series","PC366R","No","No","N/A",,"N/A","N/A","N/A","Other_2","Other"
"Appliance_00022624","SITE_01067","Room_00015614","Well Pump","N/A",,"N/A","No",,"Unknown","Unknown","Unknown","Unknown","No","N/A","No",,"Unknown","Unknown","90 feet deep, 25 gpm","Outside_2","Outside"
"Appliance_00007655","SITE_01075","Room_00015696","Large Unusual Load","Sauna",1,,"No",,"Unknown","Unknown","Saunatec","Unknown","No","No","N/A",,"N/A","N/A","6.5kWRoom currently used for storage","Other_1","Other"
"Appliance_00007684","SITE_01077","Room_00015719","Large Unusual Load","Treadmill",1,,"No",,"Unknown","Unknown","Pro-Form","Power 935","Unknown","No","N/A",,"N/A","N/A","N/A","Bedroom_1","Bedroom"
"Appliance_00007656","SITE_01079","Room_00015745","Large Unusual Load","Aquarium",1,,"No",,"Unknown","Unknown","Aqueon","Unknown","No","No","N/A",,"N/A","N/A","15 gallon tank w/ filter","Living Room_1","Living Room"
"Appliance_00007663","SITE_01082","Room_00015785","Large Unusual Load","Water Feature",1,,"No",,"Unknown","Unknown","Unknown","Unknown","No","No","N/A",,"N/A","N/A","20 gallon fish tank with water heater, light (included in lighting)and filter","Living Room_3","Living Room"
"Appliance_00007664","SITE_01082","Room_00015786","Large Unusual Load","Water Feature",1,,"No",,"Unknown","Unknown","Drinkwell","Platinum","No","No","N/A",,"N/A","N/A","Cat water feature","Hall_8","Hall"
"Appliance_00007693","SITE_01088","Room_00015897","Large Unusual Load","Central Vac",1,,"No",,"Unknown","10640317281","Beam","2725","Unknown","No","N/A",,"N/A","N/A","Garage only connected to main home by open breezeway.  Vacuum connected to main home through roof over breezeway","Garage_2","Garage"
"Appliance_00007681","SITE_01093","Room_00015996","Large Unusual Load","Treadmill",1,,"No",,"Unknown","Unknown","Precor","Unknown","Unknown","No","N/A",,"N/A","N/A","N/A","Living Room_2","Living Room"
"Appliance_00007644","SITE_01098","Room_00016082","Large Unusual Load","Hot Tub",1,,"No",,"Unknown","P4H108USQ16","Bestway","#54149E","Unknown","No","N/A",,"N/A","N/A","N/A","Outside_2","Outside"
"Appliance_00007645","SITE_01098","Room_00016082","Large Unusual Load","Pool Pump",1,,"No",,"Unknown","10921","Sta-rite","P2RA50-120L","Unknown","No","N/A",,"N/A","N/A","N/A","Outside_2","Outside"
"Appliance_00007729","SITE_01136","Room_00016483","Large Unusual Load","Sunlight",1,,"No",,"Unknown","F4040052711055489","NatureBright","F4040","Unknown","No","N/A",,"N/A","N/A","N/A","Living Room_3","Living Room"
"Appliance_00007691","SITE_01150","Room_00016621","Large Unusual Load","Aquarium",1,,"No",,"Unknown","Unknown","Unknown","Unknown","No","No","N/A",,"N/A","N/A","N/A","Living Room_1","Living Room"
"Appliance_00007763","SITE_01191","Room_00016958","Large Unusual Load","Air Purifier",1,,"No",,"Unknown","Unknown","Honeywell","50250","No","No","N/A",,"N/A","N/A","N/A","Bedroom_1","Bedroom"
"Appliance_00007764","SITE_01191","Room_00016958","Large Unusual Load","Air Purifier",1,,"Yes",2009,,"Unknown","Peronist","Fz10-8h","No","No","N/A",,"N/A","N/A","N/A","Bedroom_1","Bedroom"
"Appliance_00007690","SITE_01195","Room_00017031","Large Unusual Load","Freshwater Pump (I.E. House Supply)",1,,"No",,"Unknown","Unknown","Unknown","Unknown","No","No","N/A",,"N/A","N/A","N/A","Living Room_1","Living Room"
"Appliance_00007696","SITE_01198","Room_00017059","Large Unusual Load","Mitre Saw",1,,"No",,"Unknown","Unknown","Craftsman","Unknown","No","No","N/A",,"N/A","N/A","N/A","Mechanical_2","Mechanical"
"Appliance_00007760","SITE_01202","Room_00017131","Large Unusual Load","T Shirt Iron On Press",1,,"No",,"Unknown","Unknown","Power heat press","Qxa1","No","No","N/A",,"N/A","N/A","1800 watt","Bedroom_3","Bedroom"
"Appliance_00007694","SITE_01206","Room_00017185","Large Unusual Load","Treadmill",1,,"No",,"Unknown","Unknown","Precor","Unknown","No","No","N/A",,"N/A","N/A","N/A","Bedroom_2","Bedroom"
"Appliance_00007742","SITE_01219","Room_00017397","Large Unusual Load","Trash Compactor",1,,"No",,"Unknown","D94558015","Kenmore","6651398581","No","No","N/A",,"N/A","N/A","N/A","Kitchen_1","Kitchen"
"Appliance_00022643","SITE_01221","Room_00017416","Well Pump","N/A",,"N/A","No",,"Unknown","Unknown","Unknown","Unknown","No","N/A","Unknown",,"Unknown","Unknown","Cannot access pump itself, only nameplate is for cover of electrical component","Outside_2","Outside"
"Appliance_00022655","SITE_01224","Room_00017462","Well Pump","N/A",,"N/A","No",,"Unknown","Unknown","Unknown","Unknown","Unknown","N/A","No",,"Unknown","Unknown","N/A","Outside_2","Outside"
"Appliance_00007797","SITE_01259","Room_00017733","Large Unusual Load","Kegerator",1,,"No",,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","N/A",,"N/A","N/A","custom kegerator","Garage_2","Garage"
"Appliance_00007795","SITE_01293","Room_00018026","Large Unusual Load","Oxygen Machine",1,,"No",,"Unknown","610015","Invacare","Platinum XL","Unknown","No","N/A",,"N/A","N/A","Medical device","Living Room_1","Living Room"
"Appliance_00007796","SITE_01300","Room_00018113","Large Unusual Load","Aquarium",1,,"No",,"Unknown","Unknown","Marineland","Unknown","Unknown","No","N/A",,"N/A","N/A","N/A","Living Room_1","Living Room"
"Appliance_00007798","SITE_01313","Room_00018290","Large Unusual Load","Pool Pump",1,,"Yes",2014,,"Unknown","Intex","673R","Unknown","No","N/A",,"N/A","N/A","N/A","Outside_2","Outside"
"Appliance_00007781","SITE_01327","Room_00018473","Large Unusual Load","Kiln (Electric)",1,,"No",,"Unknown","009135","Skutt Electric Kiln","KM-1227","Unknown","No","N/A",,"N/A","N/A","N/A","Garage_1","Garage"
"Appliance_00007782","SITE_01327","Room_00018473","Large Unusual Load","Kiln (Electric)",1,,"No",,"Unknown","Unknown","Unknown","Unknown","Unknown","No","N/A",,"N/A","N/A","N/A","Garage_1","Garage"
"Appliance_00007787","SITE_01340","Room_00018654","Large Unusual Load","Wood Working Tools",1,,"No",,"Unknown","Unknown","Delta","Unknown","No","No","N/A",,"N/A","N/A","N/A","Garage_2","Garage"
"Appliance_00007788","SITE_01340","Room_00018654","Large Unusual Load","Wood Working Tools",1,,"No",,"Unknown","Unknown","Hitachi","Unknown","No","No","N/A",,"N/A","N/A","N/A","Garage_2","Garage"
"Appliance_00007789","SITE_01340","Room_00018654","Large Unusual Load","Wood Working Tools",1,,"No",,"Unknown","Unknown","Delta","Unknown","No","No","N/A",,"N/A","N/A","N/A","Garage_2","Garage"
"Appliance_00007790","SITE_01340","Room_00018654","Large Unusual Load","Wood Working Tools",1,,"No",,"Unknown","Unknown","Unknown","Unknown","No","No","N/A",,"N/A","N/A","N/A","Garage_2","Garage"
"Appliance_00007791","SITE_01340","Room_00018654","Large Unusual Load","Wood Working Tools",1,,"No",,"Unknown","Unknown","Jet","JJ-6CSX","No","No","N/A",,"N/A","N/A","N/A","Garage_2","Garage"
"Appliance_00007792","SITE_01340","Room_00018654","Large Unusual Load","Air Purifier",1,,"No",,"Unknown","Unknown","Jet","Unknown","No","No","N/A",,"N/A","N/A","N/A","Garage_2","Garage"
"Appliance_00007793","SITE_01340","Room_00018653","Large Unusual Load","Hot Tub",1,,"No",,"Unknown","PF 0806279156","Waterway","PF-15-2N22C 4","No","No","N/A",,"N/A","N/A","N/A","Outside_2","Outside"
"Appliance_00007794","SITE_01340","Room_00018653","Large Unusual Load","Hot Tub",1,,"Yes",2017,,"Unknown","ACC","SMTD 1500-W/S","Unknown","No","N/A",,"N/A","N/A","N/A","Outside_2","Outside"
"Appliance_00022652","SITE_01340","Room_00018652","Well Pump","N/A",,"N/A","No",,"Unknown","Unknown","Franklin Electric","2801074915","No","N/A","No",0.75000,,"HP","N/A","Other_2","Other"
"Appliance_00007784","SITE_01341","Room_00018655","Large Unusual Load","Pool Pump",1,,"No",,"Unknown","05216CH","Hayward","SP1510Z1XBC","No","No","N/A",,"N/A","N/A","N/A","Outside_2","Outside"
"Appliance_00022653","SITE_01348","Room_00018760","Well Pump","N/A",,"N/A","No",,"Unknown","Unknown","Unknown","Unknown","Unknown","N/A","Unknown",,"Unknown","Unknown","Homeowner says heat pump was disconnected and is not in use.","Garage_2","Garage"
"Appliance_00022654","SITE_01357","Room_00018859","Well Pump","N/A",,"N/A","No",,"Unknown","PID20","Pentair","176L8222","No","N/A","Yes",2.00000,,"HP","N/A","Outside_2","Outside"
"Appliance_00007617","SITE_01364","Room_00004074","Large Unusual Load","Generator",1,,"Yes",2013,,"Unknown","Generator Set","Jfmamjjasond","No","No","N/A",,"N/A","N/A","N/A","Outside_2","Outside"
"Appliance_00007618","SITE_01389","Room_00004375","Large Unusual Load","Electric Piano",1,,"No",,"Unknown","Unknown","Baldwin","Unknown","No","No","N/A",,"N/A","N/A","N/A","Living Room_1","Living Room"
"Appliance_00007619","SITE_01416","Room_00004695","Large Unusual Load","Treadmill",1,,"No",,"Unknown","Unknown","Healthrider","H450i","No","No","N/A",,"N/A","N/A","N/A","Bedroom_2","Bedroom"
"Appliance_00007620","SITE_01420","Room_00004757","Large Unusual Load","Kiln (Electric)",1,,"No",,"Unknown","Unknown","General radio company","W5","No","No","N/A",,"N/A","N/A","Resistance heater for metal treating experiments. Up to 670W","Garage_2","Garage"
"Appliance_00007621","SITE_01420","Room_00004757","Large Unusual Load","Generator",1,,"No",,"Unknown","09241000176","Chicago","Unknown","No","No","N/A",,"N/A","N/A","5500W gas generator. Needs repair","Garage_2","Garage"
"Appliance_00007622","SITE_01420","Room_00004757","Large Unusual Load","Battery Backup",1,,"No",,"Unknown","372091338","Cen-tech","69712","No","No","N/A",,"N/A","N/A","Battery backup for freezer. 3000W inverter, 45A Boondocker charge controller, 114Ah battery","Garage_2","Garage"
"Appliance_00007623","SITE_01422","Room_00004786","Large Unusual Load","Elevator",1,,"Yes",2001,,"Unknown","Destiny","Az895480","Unknown","No","N/A",,"N/A","N/A","N/A","Garage_1","Garage"
"Appliance_00007624","SITE_01423","Room_00004806","Large Unusual Load","Convection",1,,"Yes",2013,,"Unknown","Kenmore","790.80372310","Yes","No","N/A",,"N/A","N/A","N/A","Kitchen_1","Kitchen"
"Appliance_00007625","SITE_01432","Room_00004944","Large Unusual Load","Gas Stove",1,,"No",,"Unknown","7125","Unknown","2500","Unknown","No","N/A",,"N/A","N/A","N/A","Basement_1","Basement"
"Appliance_00007626","SITE_01434","Room_00004987","Large Unusual Load","Microwave",1,,"Yes",2013,,"Unknown","Whirlpool","Unknown","Yes","No","N/A",,"N/A","N/A","N/A","Kitchen_1","Kitchen"
"Appliance_00007627","SITE_01436","Room_00005029","Large Unusual Load","Freshwater Pump (I.E. House Supply)",1,,"No",,"Unknown","Unknown","Unknown","Unknown","No","No","N/A",,"N/A","N/A","Heat lamp unknown and circulation pump","Family Room_2","Family Room"
"Appliance_00007628","SITE_01440","Room_00005104","Large Unusual Load","Gas Fireplace",1,,"No",,"Unknown","Unknown","Regency","Unknown","No","No","N/A",,"N/A","N/A","Converted garage slab on grade this is primary heat source","Dining Room_1","Dining Room"
"Appliance_00007629","SITE_01453","Room_00005299","Large Unusual Load","Oxygen Machine",1,,"No",,"Unknown","Unknown","Hepa","260","No","No","N/A",,"N/A","N/A","N/A","Closet_2","Closet"
"Appliance_00007630","SITE_01466","Room_00005526","Large Unusual Load","Central Vac",1,,"No",,"Unknown","107153433965","Beam","Sc325a","Unknown","No","N/A",,"N/A","N/A","N/A","Garage_2","Garage"
"Appliance_00007631","SITE_01469","Room_00005574","Large Unusual Load","Window Ac",1,,"No",,"Unknown","Unknown","Kelvinator","Unknown","Unknown","No","N/A",,"N/A","N/A","N/A","Bedroom_1","Bedroom"
"Appliance_00007632","SITE_01473","Room_00005622","Large Unusual Load","Electric Organ",3,,"No",,"Unknown","Unknown","Thomas","Unknown","No","No","N/A",,"N/A","N/A","N/A","Family Room_1","Family Room"
"Appliance_00007633","SITE_01476","Room_00005673","Large Unusual Load","Electric Piano",1,,"No",,"Unknown","Unknown","Roland","HP2700","No","No","N/A",,"N/A","N/A","Electric Piano","Dining Room_1","Dining Room"
"Appliance_00007634","SITE_01476","Room_00005679","Large Unusual Load","Stationary Bike",1,,"No",,"Unknown","Unknown","Tectrix","BikeMax-R","No","No","N/A",,"N/A","N/A","N/A","Living Room_1","Living Room"
"Appliance_00007635","SITE_01478","Room_00005722","Large Unusual Load","Water Feature",1,,"No",,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","N/A",,"N/A","N/A","Client has 2 of the same pumps for his water fountains.","Outside_2","Outside"
"Appliance_00007636","SITE_01478","Room_00005711","Large Unusual Load","Unknown",1,,"Yes",1995,,"Unknown","Legacy","777cd","No","No","N/A",,"N/A","N/A","496 cd-a  two 40 watt each. Two doors and openers","Garage_1","Garage"
"Appliance_00007637","SITE_01490","Room_00005882","Large Unusual Load","Air Purifier",1,,"No",,"Unknown","Unknown","Pure Star","Xj300d","No","No","N/A",,"N/A","N/A","N/A","Bedroom_6","Bedroom"
"Appliance_00007638","SITE_01494","Room_00005948","Large Unusual Load","Vacuum Robot",1,,"No",,"Unknown","Unknown","Neato","Unknown","Unknown","No","N/A",,"N/A","N/A","N/A","Living Room_1","Living Room"
"Appliance_00007639","SITE_01497","Room_00005991","Large Unusual Load","Heater",2,,"No",,"Unknown","Unknown","Honeywell","Hay-047B","Unknown","No","N/A",,"N/A","N/A","Same unit in two bdrms","Bedroom_1","Bedroom"
"Appliance_00007640","SITE_01497","Room_00005986","Large Unusual Load","Central Vac",2,,"No",,"Unknown","10430356798","Beam","290","Yes","No","N/A",,"N/A","N/A","N/A","Basement_2","Basement"
"Appliance_00007732","SITE_01570","Room_00019362","Large Unusual Load","Projector",1,,"No",,"Unknown","Unknown","Panasonic","Unknown","No","No","N/A",,"N/A","N/A","N/A","Other_1","Other"
"Appliance_00007650","SITE_01574","Room_00019415","Large Unusual Load","Treadmill",1,,"No",,"Unknown","Unknown","Pro-Form","375E","No","No","N/A",,"N/A","N/A","N/A","Family Room_1","Family Room"
"Appliance_00007657","SITE_01580","Room_00019528","Large Unusual Load","Mitre Saw",1,,"No",,"Unknown","Unknown","Ridgid","Unknown","No","No","N/A",,"N/A","N/A","N/A","Basement_1","Basement"
"Appliance_00007658","SITE_01580","Room_00019528","Large Unusual Load","Bench Grinder",1,,"No",,"Unknown","Unknown","Craftsman","Unknown","No","No","N/A",,"N/A","N/A","N/A","Basement_1","Basement"
"Appliance_00007659","SITE_01580","Room_00019528","Large Unusual Load","Dust Collector",1,,"No",,"Unknown","Unknown","Unknown","Unknown","No","No","N/A",,"N/A","N/A","N/A","Basement_1","Basement"
"Appliance_00007660","SITE_01580","Room_00019528","Large Unusual Load","Table Saw",1,,"No",,"Unknown","Unknown","Star Machinery","Unknown","No","No","N/A",,"N/A","N/A","N/A","Basement_1","Basement"
"Appliance_00007661","SITE_01580","Room_00019528","Large Unusual Load","Planer",1,,"No",,"Unknown","Unknown","Unknown","Unknown","No","No","N/A",,"N/A","N/A","N/A","Basement_1","Basement"
"Appliance_00007692","SITE_01597","Room_00019757","Large Unusual Load","Keyboard",1,,"No",,"Unknown","Unknown","Korg","SP-250","No","No","N/A",,"N/A","N/A","N/A","Office_2","Office"
"Appliance_00007687","SITE_01600","Room_00019796","Large Unusual Load","Elevator",1,,"No",,"Unknown","143398","National Wheel-O-Vator","OH10","Unknown","Unknown","N/A",,"N/A","N/A","2010","Basement_2","Basement"
"Appliance_00007674","SITE_01604","Room_00019856","Large Unusual Load","Water Feature",1,,"No",,"Unknown","Unknown","Whisper","Unknown","No","No","N/A",,"N/A","N/A","10 gallon fish tank with filter","Bedroom_2","Bedroom"
"Appliance_00007676","SITE_01609","Room_00019950","Large Unusual Load","Sauna",1,,"No",,"Unknown","Unknown","Unknown","Unknown","Unknown","No","N/A",,"N/A","N/A","Could not locate nameplate","Bathroom_2","Bathroom"
"Appliance_00007677","SITE_01613","Room_00020009","Large Unusual Load","Sauna",1,,"No",,"Unknown","Unknown","Unknown","Unknown","Unknown","No","N/A",,"N/A","N/A","N/A","Bedroom_2","Bedroom"
"Appliance_00007643","SITE_01616","Room_00020043","Large Unusual Load","Submersible Pump",1,,"No",,"Unknown","Unknown","Superior Pump","92341","Unknown","No","N/A",,"N/A","N/A","Used to pump water out of the basement to the outside","Basement_2","Basement"
"Appliance_00007689","SITE_01631","Room_00020238","Large Unusual Load","Air Compressor",1,,"No",,"Unknown","050100001325","Renegade","T-200ST-A","No","No","N/A",,"N/A","N/A","N/A","Bedroom_2","Bedroom"
"Appliance_00007688","SITE_01637","Room_00020312","Large Unusual Load","Air Compressor",1,,"No",,"Unknown","0711 000432","Alltrade","835533","Unknown","No","N/A",,"N/A","N/A","N/A","Basement_2","Basement"
"Appliance_00007641","SITE_01662","Room_00020589","Large Unusual Load","Tanning Bed",1,,"No",,"Unknown","Unknown","Esb","Unknown","No","No","N/A",,"N/A","N/A","N/A","Bedroom_1","Bedroom"
"Appliance_00007686","SITE_01663","Room_00020601","Large Unusual Load","Sauna",1,,"No",,"Unknown","S138773","Unknown","Unknown","Unknown","No","N/A",,"N/A","N/A","Uses 1-2 times per week","Outside_2","Outside"
"Appliance_00007683","SITE_01679","Room_00020797","Large Unusual Load","Heated Waterbed",1,,"No",,"Unknown","Unknown","Quantum","Unknown","No","No","N/A",,"N/A","N/A","N/A","Bedroom_1","Bedroom"
"Appliance_00022641","SITE_01703","Room_00021059","Well Pump","N/A",,"N/A","No",,"Unknown","161947T","Grundfos","96440349","Unknown","N/A","Unknown",1.00000,,"kW","N/A","Basement_2","Basement"
"Appliance_00022625","SITE_01706","Room_00021082","Well Pump","N/A",,"N/A","No",,"Unknown","7209871","Berkeley pump co.","4am15","No","N/A","No",,"Unknown","Unknown","42 gallon pressure tank, too.","Outside_2","Outside"
"Appliance_00007654","SITE_01809","Room_00021980","Large Unusual Load","Sauna",1,,"No",,"Unknown","Unknown","Unknown","Unknown","No","No","N/A",,"N/A","N/A","Not in use. Currently filled with boxes in storage","Bathroom_1","Bathroom"
"Appliance_00007715","SITE_01824","Room_00022123","Large Unusual Load","Kiln (Electric)",1,,"No",,"Unknown","0203DD","Cress","E2418","No","No","N/A",,"N/A","N/A","Not currently plugged in. Plugged in when used, however.","Other_2","Other"
"Appliance_00007716","SITE_01824","Room_00022123","Large Unusual Load","Kiln (Electric)",1,,"No",,"Unknown","9906","Cress","Ftx911m","No","No","N/A",,"N/A","N/A","N/A","Other_2","Other"
"Appliance_00007717","SITE_01824","Room_00022123","Large Unusual Load","Ham Radio",1,,"No",,"Unknown","Unknown","Kenwood","Unknown","No","No","N/A",,"N/A","N/A","N/A","Other_2","Other"
"Appliance_00022636","SITE_01839","Room_00022326","Well Pump","N/A",,"N/A","No",,"Unknown","Unknown","Unknown","Unknown","Unknown","N/A","No",,"Unknown","Unknown","N/A","Crawl Space_2","Crawl Space"
"Appliance_00007718","SITE_01843","Room_00022373","Large Unusual Load","Work Out Equipment",1,,"No",,"Unknown","Unknown","Unknown","Unknown","Unknown","No","N/A",,"N/A","N/A","N/A","Bedroom_2","Bedroom"
"Appliance_00007719","SITE_01843","Room_00022373","Large Unusual Load","Work Out Equipment",1,,"No",,"Unknown","Unknown","Unknown","Unknown","Unknown","No","N/A",,"N/A","N/A","N/A","Bedroom_2","Bedroom"
"Appliance_00022637","SITE_01844","Room_00022381","Well Pump","N/A",,"N/A","No",,"Unknown","Unknown","Amtrol","Wx-203","No","N/A","No",,"Unknown","Unknown","N/A","Other_2","Other"
"Appliance_00022638","SITE_01846","Room_00022424","Well Pump","N/A",,"N/A","Yes",2011,,"N/A","Franklin Electric","10fa05s4-3w230","No","N/A","Unknown",0.50000,,"HP","N/A","Outside_2","Outside"
"Appliance_00007720","SITE_01846","Room_00022425","Large Unusual Load","Welder (Electric)",1,,"No",,"Unknown","Unknown","Unknown","Unknown","Unknown","No","N/A",,"N/A","N/A","N/A","Other_2","Other"
"Appliance_00007786","SITE_01863","Room_00022628","Large Unusual Load","Circulation Fan",1,,"No",,"Unknown","Unknown","Unknown","Unknown","Unknown","No","N/A",,"N/A","N/A","N/A","Living Room_1","Living Room"
"Appliance_00007783","SITE_01865","Room_00022650","Large Unusual Load","Trash Compactor",1,,"No",,"Unknown","Unknown","Sears","Unknown","Unknown","No","N/A",,"N/A","N/A","N/A","Laundry_1","Laundry"
"Appliance_00007785","SITE_01871","Room_00022721","Large Unusual Load","Treadmill",1,,"No",,"Unknown","Unknown","Pro-Form","490 C","Unknown","No","N/A",,"N/A","N/A","N/A","Family Room_1","Family Room"
"Appliance_00007666","SITE_01891","Room_00022903","Large Unusual Load","Whole House Vacuum",1,,"No",,"Unknown","60971184P","Vacu-Maid","P-125","Unknown","No","N/A",,"N/A","N/A","N/A","Outside_2","Outside"
"Appliance_00007667","SITE_01893","Room_00022933","Large Unusual Load","Sauna",1,,"No",,"Unknown","A 41080-27","FinnLeo","FLH 45","No","No","N/A",,"N/A","N/A","N/A","Closet_1","Closet"
"Appliance_00007675","SITE_01904","Room_00023088","Large Unusual Load","Rv Plugged In",1,,"No",,"Unknown","Unknown","Keystone","Outback super-lite","No","No","N/A",,"N/A","N/A","N/A","Outside_2","Outside"
"Appliance_00007665","SITE_01920","Room_00023324","Large Unusual Load","Printer",1,,"No",,"Unknown","Unknown","KIP","KIP 3000","Unknown","No","N/A",,"N/A","N/A","N/A","Office_1","Office"
"Appliance_00022627","SITE_01929","Room_00023462","Well Pump","N/A",,"N/A","No",,"Unknown","Unknown","Franklin Electric","2801074915","No","N/A","Unknown",,"Unknown","Unknown","N/A","Crawl Space_2","Crawl Space"
"Appliance_00007721","SITE_01948","Room_00023731","Large Unusual Load","Sunlight",1,,"No",,"Unknown","Unknown","Alaskan Northern Lights","Northstar 10000","Unknown","No","N/A",,"N/A","N/A","N/A","Bedroom_8","Bedroom"
"Appliance_00007722","SITE_01963","Room_00023921","Large Unusual Load","Electric Fence",1,,"No",,"Unknown","001017000403","BullDozer","4465-D economy solid state","No","No","N/A",,"N/A","N/A","N/A","Other_1","Other"
"Appliance_00007700","SITE_01982","Room_00024203","Large Unusual Load","Well Pump",1,,"No",,"Unknown","Unknown","Sta-rite","Unknown","Unknown","No","N/A",,"N/A","N/A","This is controller for well pump, pump itself inaccessible","Garage_2","Garage"
"Appliance_00007723","SITE_01984","Room_00024229","Large Unusual Load","Treadmill",1,,"No",,"Unknown","Unknown","Pro-Form","505cst","Unknown","No","N/A",,"N/A","N/A","N/A","Bedroom_1","Bedroom"
"Appliance_00007678","SITE_01989","Room_00024297","Large Unusual Load","Septic Pump",1,,"Yes",2006,,"Unknown","Water Ace","94M1 SUMP PUMP","No","No","N/A",,"N/A","N/A","Serves only washer and sink in laundry","Basement_1","Basement"
"Appliance_00022639","SITE_01993","Room_00024357","Well Pump","N/A",,"N/A","No",,"Unknown","Unknown","Unknown","Unknown","Unknown","N/A","Unknown",,"Unknown","Unknown","N/A","Outside_2","Outside"
"Appliance_00007682","SITE_01997","Room_00024422","Large Unusual Load","Treadmill",1,,"No",,"Unknown","L7-3094","Landice","L7","Unknown","No","N/A",,"N/A","N/A","N/A","Living Room_1","Living Room"
"Appliance_00007731","SITE_02000","Room_00024470","Large Unusual Load","Water Feature",1,,"No",,"Unknown","Unknown","Unknown","Unknown","Unknown","No","N/A",,"N/A","N/A","Aquarium with heater and pump/filter","Dining Room_1","Dining Room"
"Appliance_00007730","SITE_02002","Room_00024506","Large Unusual Load","Garbage Compactor",1,,"No",,"Unknown","Unknown","Whirlpool","Unknown","No","No","N/A",,"N/A","N/A","No label","Kitchen_1","Kitchen"
"Appliance_00007724","SITE_02004","Room_00024538","Large Unusual Load","Water Distiller",1,,"No",,"Unknown","LMG2 0700495","LifeMist","Lm g2 head","No","No","N/A",,"N/A","N/A","N/A","Outside_2","Outside"
"Appliance_00007685","SITE_02011","Room_00024640","Large Unusual Load","Sauna",1,,"No",,"Unknown","Unknown","Amerec","Metos w7","No","No","N/A",,"N/A","N/A","N/A","Other_1","Other"
"Appliance_00007642","SITE_02014","Room_00024690","Large Unusual Load","Sauna",1,,"No",,"Unknown","Unknown","Far","Unknown","No","No","N/A",,"N/A","N/A","N/A","Bedroom_3","Bedroom"
"Appliance_00007662","SITE_02023","Room_00024831","Large Unusual Load","Water Feature",1,,"No",,"Unknown","Unknown","Unknown","Unknown","No","No","N/A",,"N/A","N/A","Electric water feature for animal water supply","Bedroom_2","Bedroom"
"Appliance_00022640","SITE_02033","Room_00024966","Well Pump","N/A",,"N/A","No",,"Unknown","Unknown","Unknown","Unknown","Unknown","N/A","Unknown",,"Unknown","Unknown","N/A","Outside_2","Outside"
"Appliance_00007725","SITE_02035","Room_00024994","Large Unusual Load","Rv",1,,"No",,"Unknown","Unknown","R pod","Hood river edition","Unknown","No","N/A",,"N/A","N/A","RV plugged into outbuilding","Other_2","Other"
"Appliance_00007726","SITE_02035","Room_00024999","Large Unusual Load","Central Vac",1,,"No",,"Unknown","Unknown","Silent master","Unknown","No","No","N/A",,"N/A","N/A","N/A","Mechanical_2","Mechanical"
