building_type,season,fuel,daytype,hour,load
RESTAURANT,SUMMER,GAS,WEEKDAY,1,1.9274
RESTAURANT,SUMMER,GAS,WEEKDAY,2,2.0822
RESTAURANT,SUMMER,GAS,WEEKDAY,3,2.6873
RESTAURANT,SUMMER,GAS,WEEKDAY,4,3.8201
RESTAURANT,SUMMER,GAS,WEEKDAY,5,5.2919
RESTAURANT,SUMMER,GAS,WEEKDAY,6,6.6696
RESTAURANT,SUMMER,GAS,WEEKDAY,7,9.2452
RESTAURANT,SUMMER,GAS,WEEKDAY,8,12.4607
RESTAURANT,SUMMER,GAS,WEEKDAY,9,14.9233
RESTAURANT,SUMMER,GAS,WEEKDAY,10,16.5312
RESTAURANT,SUMMER,GAS,WEEKDAY,11,16.2453
RESTAURANT,SUMMER,GAS,WEEKDAY,12,15.0774
RESTAURANT,SUMMER,GAS,WEEKDAY,13,14.471
RESTAURANT,SUMMER,GAS,WEEKDAY,14,14.7461
RESTAURANT,SUMMER,GAS,WEEKDAY,15,15.5431
RESTAURANT,SUMMER,GAS,WEEKDAY,16,15.8439
RESTAURANT,SUMMER,GAS,WEEKDAY,17,14.8021
RESTAURANT,SUMMER,GAS,WEEKDAY,18,13.2694
RESTAURANT,SUMMER,GAS,WEEKDAY,19,10.7074
RESTAURANT,SUMMER,GAS,WEEKDAY,20,7.8843
RESTAURANT,SUMMER,GAS,WEEKDAY,21,4.977
RESTAURANT,SUMMER,GAS,WEEKDAY,22,3.2601
RESTAURANT,SUMMER,GAS,WEEKDAY,23,2.2139
RESTAURANT,FALL,ELECTRIC,WEEKEND,0,2.7187
RESTAURANT,FALL,ELECTRIC,WEEKEND,1,2.5369
RESTAURANT,FALL,ELECTRIC,WEEKEND,2,2.4365
RESTAURANT,FALL,ELECTRIC,WEEKEND,3,2.501
RESTAURANT,FALL,ELECTRIC,WEEKEND,4,2.7405
RESTAURANT,FALL,ELECTRIC,WEEKEND,5,3.1068
RESTAURANT,FALL,ELECTRIC,WEEKEND,6,3.4554
RESTAURANT,FALL,ELECTRIC,WEEKEND,7,3.7089
RESTAURANT,FALL,ELECTRIC,WEEKEND,8,4.2148
RESTAURANT,FALL,ELECTRIC,WEEKEND,9,4.8402
RESTAURANT,FALL,ELECTRIC,WEEKEND,10,5.3891
RESTAURANT,FALL,ELECTRIC,WEEKEND,11,5.6718
RESTAURANT,FALL,ELECTRIC,WEEKEND,12,5.691
RESTAURANT,FALL,ELECTRIC,WEEKEND,13,5.5846
RESTAURANT,FALL,ELECTRIC,WEEKEND,14,5.5471
RESTAURANT,FALL,ELECTRIC,WEEKEND,15,5.5466
RESTAURANT,FALL,ELECTRIC,WEEKEND,16,5.6465
RESTAURANT,FALL,ELECTRIC,WEEKEND,17,6.0553
RESTAURANT,FALL,ELECTRIC,WEEKEND,18,6.0439
RESTAURANT,FALL,ELECTRIC,WEEKEND,19,5.7453
RESTAURANT,FALL,ELECTRIC,WEEKEND,20,5.201
RESTAURANT,FALL,ELECTRIC,WEEKEND,21,4.4544
RESTAURANT,FALL,ELECTRIC,WEEKEND,22,3.6847
RESTAURANT,FALL,ELECTRIC,WEEKEND,23,3.1028
RESTAURANT,FALL,ELECTRIC,WEEKDAY,0,2.6513
RESTAURANT,FALL,ELECTRIC,WEEKDAY,1,2.4901
RESTAURANT,FALL,ELECTRIC,WEEKDAY,2,2.4167
RESTAURANT,FALL,ELECTRIC,WEEKDAY,3,2.5038
RESTAURANT,FALL,ELECTRIC,WEEKDAY,4,2.7869
RESTAURANT,FALL,ELECTRIC,WEEKDAY,5,3.2158
RESTAURANT,FALL,ELECTRIC,WEEKDAY,6,3.5978
RESTAURANT,FALL,ELECTRIC,WEEKDAY,7,3.9508
RESTAURANT,FALL,ELECTRIC,WEEKDAY,8,4.7395
RESTAURANT,FALL,ELECTRIC,WEEKDAY,9,5.5615
RESTAURANT,FALL,ELECTRIC,WEEKDAY,10,6.1298
RESTAURANT,FALL,ELECTRIC,WEEKDAY,11,6.4144
RESTAURANT,FALL,ELECTRIC,WEEKDAY,12,6.4217
RESTAURANT,FALL,ELECTRIC,WEEKDAY,13,6.3137
RESTAURANT,FALL,ELECTRIC,WEEKDAY,14,6.2692
RESTAURANT,FALL,ELECTRIC,WEEKDAY,15,6.2663
RESTAURANT,FALL,ELECTRIC,WEEKDAY,16,6.2788
RESTAURANT,FALL,ELECTRIC,WEEKDAY,17,6.3899
RESTAURANT,FALL,ELECTRIC,WEEKDAY,18,6.1611
RESTAURANT,FALL,ELECTRIC,WEEKDAY,19,5.8176
RESTAURANT,FALL,ELECTRIC,WEEKDAY,20,5.2257
RESTAURANT,FALL,ELECTRIC,WEEKDAY,21,4.42
RESTAURANT,FALL,ELECTRIC,WEEKDAY,22,3.6106
RESTAURANT,FALL,ELECTRIC,WEEKDAY,23,3.0379
RESTAURANT,FALL,GAS,WEEKEND,0,2.2858
RESTAURANT,FALL,GAS,WEEKEND,1,2.053
RESTAURANT,FALL,GAS,WEEKEND,2,2.0303
RESTAURANT,FALL,GAS,WEEKEND,3,2.2978
RESTAURANT,FALL,GAS,WEEKEND,4,3.0019
RESTAURANT,FALL,GAS,WEEKEND,5,4.1347
RESTAURANT,FALL,GAS,WEEKEND,6,5.5304
RESTAURANT,FALL,GAS,WEEKEND,7,6.9495
RESTAURANT,FALL,GAS,WEEKEND,8,8.7069
RESTAURANT,FALL,GAS,WEEKEND,9,10.9514
RESTAURANT,FALL,GAS,WEEKEND,10,13.0934
RESTAURANT,FALL,GAS,WEEKEND,11,14.0925
RESTAURANT,FALL,GAS,WEEKEND,12,13.6867
RESTAURANT,FALL,GAS,WEEKEND,13,12.7282
RESTAURANT,FALL,GAS,WEEKEND,14,12.3613
RESTAURANT,FALL,GAS,WEEKEND,15,12.6779
RESTAURANT,FALL,GAS,WEEKEND,16,13.5522
RESTAURANT,FALL,GAS,WEEKEND,17,14.4306
RESTAURANT,FALL,GAS,WEEKEND,18,14.0507
RESTAURANT,FALL,GAS,WEEKEND,19,12.4149
RESTAURANT,FALL,GAS,WEEKEND,20,9.8545
RESTAURANT,FALL,GAS,WEEKEND,21,7.1624
RESTAURANT,FALL,GAS,WEEKEND,22,4.6984
RESTAURANT,FALL,GAS,WEEKEND,23,3.1432
RESTAURANT,FALL,GAS,WEEKDAY,0,2.1595
RESTAURANT,FALL,GAS,WEEKDAY,1,1.982
RESTAURANT,FALL,GAS,WEEKDAY,2,1.9945
RESTAURANT,FALL,GAS,WEEKDAY,3,2.2812
RESTAURANT,FALL,GAS,WEEKDAY,4,3.0421
RESTAURANT,FALL,GAS,WEEKDAY,5,4.279
RESTAURANT,FALL,GAS,WEEKDAY,6,5.7199
RESTAURANT,FALL,GAS,WEEKDAY,7,7.4331
RESTAURANT,FALL,GAS,WEEKDAY,8,10.1509
RESTAURANT,FALL,GAS,WEEKDAY,9,13.1029
RESTAURANT,FALL,GAS,WEEKDAY,10,15.2795
RESTAURANT,FALL,GAS,WEEKDAY,11,16.3028
RESTAURANT,FALL,GAS,WEEKDAY,12,15.777
RESTAURANT,FALL,GAS,WEEKDAY,13,14.7949
RESTAURANT,FALL,GAS,WEEKDAY,14,14.4587
RESTAURANT,FALL,GAS,WEEKDAY,15,14.8833
RESTAURANT,FALL,GAS,WEEKDAY,16,15.5161
RESTAURANT,FALL,GAS,WEEKDAY,17,15.4037
RESTAURANT,FALL,GAS,WEEKDAY,18,14.2234
RESTAURANT,FALL,GAS,WEEKDAY,19,12.4068
RESTAURANT,FALL,GAS,WEEKDAY,20,9.8031
RESTAURANT,FALL,GAS,WEEKDAY,21,7.0008
RESTAURANT,FALL,GAS,WEEKDAY,22,4.4758
RESTAURANT,FALL,GAS,WEEKDAY,23,2.9674
RETAIL,WINTER,ELECTRIC,WEEKEND,0,1.01
RETAIL,WINTER,ELECTRIC,WEEKEND,1,0.979
RETAIL,WINTER,ELECTRIC,WEEKEND,2,0.9723
RETAIL,WINTER,ELECTRIC,WEEKEND,3,0.9763
RETAIL,WINTER,ELECTRIC,WEEKEND,4,1.0112
RETAIL,WINTER,ELECTRIC,WEEKEND,5,1.1135
RETAIL,WINTER,ELECTRIC,WEEKEND,6,1.2033
RETAIL,WINTER,ELECTRIC,WEEKEND,7,1.4477
RETAIL,WINTER,ELECTRIC,WEEKEND,8,1.8464
RETAIL,WINTER,ELECTRIC,WEEKEND,9,2.2039
RETAIL,WINTER,ELECTRIC,WEEKEND,10,2.4231
RETAIL,WINTER,ELECTRIC,WEEKEND,11,2.5035
RETAIL,WINTER,ELECTRIC,WEEKEND,12,2.5119
RETAIL,WINTER,ELECTRIC,WEEKEND,13,2.4993
RETAIL,WINTER,ELECTRIC,WEEKEND,14,2.4889
RETAIL,WINTER,ELECTRIC,WEEKEND,15,2.4666
RETAIL,WINTER,ELECTRIC,WEEKEND,16,2.3971
RETAIL,WINTER,ELECTRIC,WEEKEND,17,2.3408
RETAIL,WINTER,ELECTRIC,WEEKEND,18,2.1921
RETAIL,WINTER,ELECTRIC,WEEKEND,19,1.9235
RETAIL,WINTER,ELECTRIC,WEEKEND,20,1.6353
RETAIL,WINTER,ELECTRIC,WEEKEND,21,1.3856
RETAIL,WINTER,ELECTRIC,WEEKEND,22,1.2061
RETAIL,WINTER,ELECTRIC,WEEKEND,23,1.084
RETAIL,WINTER,ELECTRIC,WEEKDAY,0,1.0166
RETAIL,WINTER,ELECTRIC,WEEKDAY,1,0.9851
RETAIL,WINTER,ELECTRIC,WEEKDAY,2,0.9772
RETAIL,WINTER,ELECTRIC,WEEKDAY,3,0.9895
RETAIL,WINTER,ELECTRIC,WEEKDAY,4,1.0584
RETAIL,WINTER,ELECTRIC,WEEKDAY,5,1.2351
RETAIL,WINTER,ELECTRIC,WEEKDAY,6,1.4342
RETAIL,WINTER,ELECTRIC,WEEKDAY,7,1.8246
RETAIL,WINTER,ELECTRIC,WEEKDAY,8,2.3315
RETAIL,WINTER,ELECTRIC,WEEKDAY,9,2.6591
RETAIL,WINTER,ELECTRIC,WEEKDAY,10,2.817
RETAIL,WINTER,ELECTRIC,WEEKDAY,11,2.8394
RETAIL,WINTER,ELECTRIC,WEEKDAY,12,2.8486
RETAIL,WINTER,ELECTRIC,WEEKDAY,13,2.8482
RETAIL,WINTER,ELECTRIC,WEEKDAY,14,2.8526
RETAIL,WINTER,ELECTRIC,WEEKDAY,15,2.8361
RETAIL,WINTER,ELECTRIC,WEEKDAY,16,2.7481
RETAIL,WINTER,ELECTRIC,WEEKDAY,17,2.6605
RETAIL,WINTER,ELECTRIC,WEEKDAY,18,2.5356
RETAIL,WINTER,ELECTRIC,WEEKDAY,19,2.3014
RETAIL,WINTER,ELECTRIC,WEEKDAY,20,1.9866
RETAIL,WINTER,ELECTRIC,WEEKDAY,21,1.5825
RETAIL,WINTER,ELECTRIC,WEEKDAY,22,1.2828
RETAIL,WINTER,ELECTRIC,WEEKDAY,23,1.1049
RETAIL,WINTER,GAS,WEEKEND,0,0.2949
RETAIL,WINTER,GAS,WEEKEND,1,0.2918
RETAIL,WINTER,GAS,WEEKEND,2,0.2924
RETAIL,WINTER,GAS,WEEKEND,3,0.297
RETAIL,WINTER,GAS,WEEKEND,4,0.3215
RETAIL,WINTER,GAS,WEEKEND,5,0.3987
RETAIL,WINTER,GAS,WEEKEND,6,0.5023
RETAIL,WINTER,GAS,WEEKEND,7,0.6329
RETAIL,WINTER,GAS,WEEKEND,8,0.8271
RETAIL,WINTER,GAS,WEEKEND,9,0.9326
RETAIL,WINTER,GAS,WEEKEND,10,0.9769
RETAIL,WINTER,GAS,WEEKEND,11,0.9922
RETAIL,WINTER,GAS,WEEKEND,12,0.9918
RETAIL,WINTER,GAS,WEEKEND,13,0.9731
RETAIL,WINTER,GAS,WEEKEND,14,0.9635
RETAIL,WINTER,GAS,WEEKEND,15,0.954
RETAIL,WINTER,GAS,WEEKEND,16,0.8722
RETAIL,WINTER,GAS,WEEKEND,17,0.7287
RETAIL,WINTER,GAS,WEEKEND,18,0.5967
RETAIL,WINTER,GAS,WEEKEND,19,0.4926
RETAIL,WINTER,GAS,WEEKEND,20,0.4151
RETAIL,WINTER,GAS,WEEKEND,21,0.3551
RETAIL,WINTER,GAS,WEEKEND,22,0.3112
RETAIL,WINTER,GAS,WEEKEND,23,0.2994
RETAIL,WINTER,GAS,WEEKDAY,0,0.2954
RETAIL,WINTER,GAS,WEEKDAY,1,0.2917
RETAIL,WINTER,GAS,WEEKDAY,2,0.3056
RETAIL,WINTER,GAS,WEEKDAY,3,0.4291
RETAIL,WINTER,GAS,WEEKDAY,4,0.7285
RETAIL,WINTER,GAS,WEEKDAY,5,0.9643
RETAIL,WINTER,GAS,WEEKDAY,6,1.1524
RETAIL,WINTER,GAS,WEEKDAY,7,1.3387
RETAIL,WINTER,GAS,WEEKDAY,8,1.605
RETAIL,WINTER,GAS,WEEKDAY,9,1.7105
RETAIL,WINTER,GAS,WEEKDAY,10,1.7515
RETAIL,WINTER,GAS,WEEKDAY,11,1.7726
RETAIL,WINTER,GAS,WEEKDAY,12,1.775
RETAIL,WINTER,GAS,WEEKDAY,13,1.7609
RETAIL,WINTER,GAS,WEEKDAY,14,1.7522
RETAIL,WINTER,GAS,WEEKDAY,15,1.7073
RETAIL,WINTER,GAS,WEEKDAY,16,1.4774
RETAIL,WINTER,GAS,WEEKDAY,17,1.1425
RETAIL,WINTER,GAS,WEEKDAY,18,0.8704
RETAIL,WINTER,GAS,WEEKDAY,19,0.7286
RETAIL,WINTER,GAS,WEEKDAY,20,0.6169
RETAIL,WINTER,GAS,WEEKDAY,21,0.4513
RETAIL,WINTER,GAS,WEEKDAY,22,0.3411
RETAIL,WINTER,GAS,WEEKDAY,23,0.3034
RETAIL,SPRING,ELECTRIC,WEEKEND,0,0.993
RETAIL,SPRING,ELECTRIC,WEEKEND,1,0.9846
RETAIL,SPRING,ELECTRIC,WEEKEND,2,0.9852
RETAIL,SPRING,ELECTRIC,WEEKEND,3,1.0165
RETAIL,SPRING,ELECTRIC,WEEKEND,4,1.1135
RETAIL,SPRING,ELECTRIC,WEEKEND,5,1.1658
RETAIL,SPRING,ELECTRIC,WEEKEND,6,1.4472
RETAIL,SPRING,ELECTRIC,WEEKEND,7,1.8486
RETAIL,SPRING,ELECTRIC,WEEKEND,8,2.2154
RETAIL,SPRING,ELECTRIC,WEEKEND,9,2.4508
RETAIL,SPRING,ELECTRIC,WEEKEND,10,2.5474
RETAIL,SPRING,ELECTRIC,WEEKEND,11,2.5593
RETAIL,SPRING,ELECTRIC,WEEKEND,12,2.5479
RETAIL,SPRING,ELECTRIC,WEEKEND,13,2.5393
RETAIL,SPRING,ELECTRIC,WEEKEND,14,2.5181
RETAIL,SPRING,ELECTRIC,WEEKEND,15,2.4495
RETAIL,SPRING,ELECTRIC,WEEKEND,16,2.344
RETAIL,SPRING,ELECTRIC,WEEKEND,17,2.1307
RETAIL,SPRING,ELECTRIC,WEEKEND,18,1.872
RETAIL,SPRING,ELECTRIC,WEEKEND,19,1.6608
RETAIL,SPRING,ELECTRIC,WEEKEND,20,1.4096
RETAIL,SPRING,ELECTRIC,WEEKEND,21,1.2332
RETAIL,SPRING,ELECTRIC,WEEKEND,22,1.1025
RETAIL,SPRING,ELECTRIC,WEEKEND,23,1.0295
RETAIL,SPRING,ELECTRIC,WEEKDAY,0,0.9998
RETAIL,SPRING,ELECTRIC,WEEKDAY,1,0.9889
RETAIL,SPRING,ELECTRIC,WEEKDAY,2,0.9981
RETAIL,SPRING,ELECTRIC,WEEKDAY,3,1.0602
RETAIL,SPRING,ELECTRIC,WEEKDAY,4,1.2276
RETAIL,SPRING,ELECTRIC,WEEKDAY,5,1.3839
RETAIL,SPRING,ELECTRIC,WEEKDAY,6,1.8009
RETAIL,SPRING,ELECTRIC,WEEKDAY,7,2.3028
RETAIL,SPRING,ELECTRIC,WEEKDAY,8,2.6449
RETAIL,SPRING,ELECTRIC,WEEKDAY,9,2.8201
RETAIL,SPRING,ELECTRIC,WEEKDAY,10,2.8559
RETAIL,SPRING,ELECTRIC,WEEKDAY,11,2.8681
RETAIL,SPRING,ELECTRIC,WEEKDAY,12,2.87
RETAIL,SPRING,ELECTRIC,WEEKDAY,13,2.8758
RETAIL,SPRING,ELECTRIC,WEEKDAY,14,2.8633
RETAIL,SPRING,ELECTRIC,WEEKDAY,15,2.7832
RETAIL,SPRING,ELECTRIC,WEEKDAY,16,2.6479
RETAIL,SPRING,ELECTRIC,WEEKDAY,17,2.4701
RETAIL,SPRING,ELECTRIC,WEEKDAY,18,2.2453
RETAIL,SPRING,ELECTRIC,WEEKDAY,19,2.0118
RETAIL,SPRING,ELECTRIC,WEEKDAY,20,1.6197
RETAIL,SPRING,ELECTRIC,WEEKDAY,21,1.319
RETAIL,SPRING,ELECTRIC,WEEKDAY,22,1.1306
RETAIL,SPRING,ELECTRIC,WEEKDAY,23,1.0384
RETAIL,SPRING,GAS,WEEKEND,0,0.2872
RETAIL,SPRING,GAS,WEEKEND,1,0.2875
RETAIL,SPRING,GAS,WEEKEND,2,0.2919
RETAIL,SPRING,GAS,WEEKEND,3,0.3155
RETAIL,SPRING,GAS,WEEKEND,4,0.3906
RETAIL,SPRING,GAS,WEEKEND,5,0.4922
RETAIL,SPRING,GAS,WEEKEND,6,0.6221
RETAIL,SPRING,GAS,WEEKEND,7,0.8177
RETAIL,SPRING,GAS,WEEKEND,8,0.9274
RETAIL,SPRING,GAS,WEEKEND,9,0.9739
RETAIL,SPRING,GAS,WEEKEND,10,0.9904
RETAIL,SPRING,GAS,WEEKEND,11,0.991
RETAIL,SPRING,GAS,WEEKEND,12,0.9733
RETAIL,SPRING,GAS,WEEKEND,13,0.9641
RETAIL,SPRING,GAS,WEEKEND,14,0.9556
RETAIL,SPRING,GAS,WEEKEND,15,0.876
RETAIL,SPRING,GAS,WEEKEND,16,0.7322
RETAIL,SPRING,GAS,WEEKEND,17,0.5977
RETAIL,SPRING,GAS,WEEKEND,18,0.491
RETAIL,SPRING,GAS,WEEKEND,19,0.4126
RETAIL,SPRING,GAS,WEEKEND,20,0.3529
RETAIL,SPRING,GAS,WEEKEND,21,0.3084
RETAIL,SPRING,GAS,WEEKEND,22,0.2952
RETAIL,SPRING,GAS,WEEKEND,23,0.2905
RETAIL,SPRING,GAS,WEEKDAY,0,0.2876
RETAIL,SPRING,GAS,WEEKDAY,1,0.3002
RETAIL,SPRING,GAS,WEEKDAY,2,0.4163
RETAIL,SPRING,GAS,WEEKDAY,3,0.7039
RETAIL,SPRING,GAS,WEEKDAY,4,0.9442
RETAIL,SPRING,GAS,WEEKDAY,5,1.1342
RETAIL,SPRING,GAS,WEEKDAY,6,1.3188
RETAIL,SPRING,GAS,WEEKDAY,7,1.5772
RETAIL,SPRING,GAS,WEEKDAY,8,1.6949
RETAIL,SPRING,GAS,WEEKDAY,9,1.7405
RETAIL,SPRING,GAS,WEEKDAY,10,1.7626
RETAIL,SPRING,GAS,WEEKDAY,11,1.7665
RETAIL,SPRING,GAS,WEEKDAY,12,1.7541
RETAIL,SPRING,GAS,WEEKDAY,13,1.7449
RETAIL,SPRING,GAS,WEEKDAY,14,1.7035
RETAIL,SPRING,GAS,WEEKDAY,15,1.4884
RETAIL,SPRING,GAS,WEEKDAY,16,1.1618
RETAIL,SPRING,GAS,WEEKDAY,17,0.8846
RETAIL,SPRING,GAS,WEEKDAY,18,0.7332
RETAIL,SPRING,GAS,WEEKDAY,19,0.6199
RETAIL,SPRING,GAS,WEEKDAY,20,0.4595
RETAIL,SPRING,GAS,WEEKDAY,21,0.3451
RETAIL,SPRING,GAS,WEEKDAY,22,0.3018
RETAIL,SPRING,GAS,WEEKDAY,23,0.2914
RETAIL,SUMMER,ELECTRIC,WEEKEND,0,1.0065
RETAIL,SUMMER,ELECTRIC,WEEKEND,1,0.9982
RETAIL,SUMMER,ELECTRIC,WEEKEND,2,0.9979
RETAIL,SUMMER,ELECTRIC,WEEKEND,3,1.0303
RETAIL,SUMMER,ELECTRIC,WEEKEND,4,1.129
RETAIL,SUMMER,ELECTRIC,WEEKEND,5,1.1884
RETAIL,SUMMER,ELECTRIC,WEEKEND,6,1.4662
RETAIL,SUMMER,ELECTRIC,WEEKEND,7,1.8751
RETAIL,SUMMER,ELECTRIC,WEEKEND,8,2.2418
RETAIL,SUMMER,ELECTRIC,WEEKEND,9,2.4741
RETAIL,SUMMER,ELECTRIC,WEEKEND,10,2.5636
RETAIL,SUMMER,ELECTRIC,WEEKEND,11,2.5743
RETAIL,SUMMER,ELECTRIC,WEEKEND,12,2.5637
RETAIL,SUMMER,ELECTRIC,WEEKEND,13,2.5566
RETAIL,SUMMER,ELECTRIC,WEEKEND,14,2.5353
RETAIL,SUMMER,ELECTRIC,WEEKEND,15,2.4646
RETAIL,SUMMER,ELECTRIC,WEEKEND,16,2.3561
RETAIL,SUMMER,ELECTRIC,WEEKEND,17,2.136
RETAIL,SUMMER,ELECTRIC,WEEKEND,18,1.9121
RETAIL,SUMMER,ELECTRIC,WEEKEND,19,1.658
RETAIL,SUMMER,ELECTRIC,WEEKEND,20,1.4067
RETAIL,SUMMER,ELECTRIC,WEEKEND,21,1.2366
RETAIL,SUMMER,ELECTRIC,WEEKEND,22,1.1105
RETAIL,SUMMER,ELECTRIC,WEEKEND,23,1.0397
RETAIL,SUMMER,ELECTRIC,WEEKDAY,0,1.0119
RETAIL,SUMMER,ELECTRIC,WEEKDAY,1,1.0026
RETAIL,SUMMER,ELECTRIC,WEEKDAY,2,1.0113
RETAIL,SUMMER,ELECTRIC,WEEKDAY,3,1.0771
RETAIL,SUMMER,ELECTRIC,WEEKDAY,4,1.2486
RETAIL,SUMMER,ELECTRIC,WEEKDAY,5,1.408
RETAIL,SUMMER,ELECTRIC,WEEKDAY,6,1.832
RETAIL,SUMMER,ELECTRIC,WEEKDAY,7,2.3435
RETAIL,SUMMER,ELECTRIC,WEEKDAY,8,2.6739
RETAIL,SUMMER,ELECTRIC,WEEKDAY,9,2.839
RETAIL,SUMMER,ELECTRIC,WEEKDAY,10,2.8649
RETAIL,SUMMER,ELECTRIC,WEEKDAY,11,2.877
RETAIL,SUMMER,ELECTRIC,WEEKDAY,12,2.8792
RETAIL,SUMMER,ELECTRIC,WEEKDAY,13,2.8854
RETAIL,SUMMER,ELECTRIC,WEEKDAY,14,2.8716
RETAIL,SUMMER,ELECTRIC,WEEKDAY,15,2.7873
RETAIL,SUMMER,ELECTRIC,WEEKDAY,16,2.6482
RETAIL,SUMMER,ELECTRIC,WEEKDAY,17,2.4649
RETAIL,SUMMER,ELECTRIC,WEEKDAY,18,2.2695
RETAIL,SUMMER,ELECTRIC,WEEKDAY,19,1.9938
RETAIL,SUMMER,ELECTRIC,WEEKDAY,20,1.5927
RETAIL,SUMMER,ELECTRIC,WEEKDAY,21,1.3085
RETAIL,SUMMER,ELECTRIC,WEEKDAY,22,1.1283
RETAIL,SUMMER,ELECTRIC,WEEKDAY,23,1.046
RETAIL,SUMMER,GAS,WEEKEND,0,0.2819
RETAIL,SUMMER,GAS,WEEKEND,1,0.2824
RETAIL,SUMMER,GAS,WEEKEND,2,0.287
RETAIL,SUMMER,GAS,WEEKEND,3,0.3114
RETAIL,SUMMER,GAS,WEEKEND,4,0.3879
RETAIL,SUMMER,GAS,WEEKEND,5,0.4889
RETAIL,SUMMER,GAS,WEEKEND,6,0.6166
RETAIL,SUMMER,GAS,WEEKEND,7,0.8107
RETAIL,SUMMER,GAS,WEEKEND,8,0.9153
RETAIL,SUMMER,GAS,WEEKEND,9,0.9587
RETAIL,SUMMER,GAS,WEEKEND,10,0.9735
RETAIL,SUMMER,GAS,WEEKEND,11,0.9736
RETAIL,SUMMER,GAS,WEEKEND,12,0.9558
RETAIL,SUMMER,GAS,WEEKEND,13,0.9479
RETAIL,SUMMER,GAS,WEEKEND,14,0.9406
RETAIL,SUMMER,GAS,WEEKEND,15,0.8595
RETAIL,SUMMER,GAS,WEEKEND,16,0.7155
RETAIL,SUMMER,GAS,WEEKEND,17,0.5836
RETAIL,SUMMER,GAS,WEEKEND,18,0.4796
RETAIL,SUMMER,GAS,WEEKEND,19,0.4026
RETAIL,SUMMER,GAS,WEEKEND,20,0.3438
RETAIL,SUMMER,GAS,WEEKEND,21,0.3007
RETAIL,SUMMER,GAS,WEEKEND,22,0.2895
RETAIL,SUMMER,GAS,WEEKEND,23,0.2852
RETAIL,SUMMER,GAS,WEEKDAY,0,0.2818
RETAIL,SUMMER,GAS,WEEKDAY,1,0.2954
RETAIL,SUMMER,GAS,WEEKDAY,2,0.4161
RETAIL,SUMMER,GAS,WEEKDAY,3,0.7079
RETAIL,SUMMER,GAS,WEEKDAY,4,0.9366
RETAIL,SUMMER,GAS,WEEKDAY,5,1.1165
RETAIL,SUMMER,GAS,WEEKDAY,6,1.2947
RETAIL,SUMMER,GAS,WEEKDAY,7,1.5514
RETAIL,SUMMER,GAS,WEEKDAY,8,1.6536
RETAIL,SUMMER,GAS,WEEKDAY,9,1.6926
RETAIL,SUMMER,GAS,WEEKDAY,10,1.712
RETAIL,SUMMER,GAS,WEEKDAY,11,1.7145
RETAIL,SUMMER,GAS,WEEKDAY,12,1.7017
RETAIL,SUMMER,GAS,WEEKDAY,13,1.6928
RETAIL,SUMMER,GAS,WEEKDAY,14,1.651
RETAIL,SUMMER,GAS,WEEKDAY,15,1.4309
RETAIL,SUMMER,GAS,WEEKDAY,16,1.1079
RETAIL,SUMMER,GAS,WEEKDAY,17,0.8438
RETAIL,SUMMER,GAS,WEEKDAY,18,0.706
RETAIL,SUMMER,GAS,WEEKDAY,19,0.598
RETAIL,SUMMER,GAS,WEEKDAY,20,0.438
RETAIL,SUMMER,GAS,WEEKDAY,21,0.33
RETAIL,SUMMER,GAS,WEEKDAY,22,0.2931
RETAIL,SUMMER,GAS,WEEKDAY,23,0.2853
RETAIL,FALL,ELECTRIC,WEEKEND,0,1.0071
RETAIL,FALL,ELECTRIC,WEEKEND,1,0.982
RETAIL,FALL,ELECTRIC,WEEKEND,2,0.9766
RETAIL,FALL,ELECTRIC,WEEKEND,3,0.9886
RETAIL,FALL,ELECTRIC,WEEKEND,4,1.0427
RETAIL,FALL,ELECTRIC,WEEKEND,5,1.1557
RETAIL,FALL,ELECTRIC,WEEKEND,6,1.3198
RETAIL,FALL,ELECTRIC,WEEKEND,7,1.5874
RETAIL,FALL,ELECTRIC,WEEKEND,8,1.9691
RETAIL,FALL,ELECTRIC,WEEKEND,9,2.294
RETAIL,FALL,ELECTRIC,WEEKEND,10,2.4797
RETAIL,FALL,ELECTRIC,WEEKEND,11,2.5469
RETAIL,FALL,ELECTRIC,WEEKEND,12,2.552
RETAIL,FALL,ELECTRIC,WEEKEND,13,2.5411
RETAIL,FALL,ELECTRIC,WEEKEND,14,2.5271
RETAIL,FALL,ELECTRIC,WEEKEND,15,2.4898
RETAIL,FALL,ELECTRIC,WEEKEND,16,2.4082
RETAIL,FALL,ELECTRIC,WEEKEND,17,2.3604
RETAIL,FALL,ELECTRIC,WEEKEND,18,2.1432
RETAIL,FALL,ELECTRIC,WEEKEND,19,1.8664
RETAIL,FALL,ELECTRIC,WEEKEND,20,1.5832
RETAIL,FALL,ELECTRIC,WEEKEND,21,1.3528
RETAIL,FALL,ELECTRIC,WEEKEND,22,1.1834
RETAIL,FALL,ELECTRIC,WEEKEND,23,1.0714
RETAIL,FALL,ELECTRIC,WEEKDAY,0,1.0104
RETAIL,FALL,ELECTRIC,WEEKDAY,1,0.985
RETAIL,FALL,ELECTRIC,WEEKDAY,2,0.9826
RETAIL,FALL,ELECTRIC,WEEKDAY,3,1.0103
RETAIL,FALL,ELECTRIC,WEEKDAY,4,1.1075
RETAIL,FALL,ELECTRIC,WEEKDAY,5,1.2968
