"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Number of Pieces of Audio Equipment","Number of Pieces of Audio Equipment_notes","Contains Suboofer","Does Subwoofer have indicator light or warm to touch","Audio Wifi Enabled","Audio Connected to TV","Notes","Room Name","Room Type"
"Appliance_00001333","BLDG_00221","Room_00014734","Audio Equipment","Yes",2004,,"N/A","Emerson","MS7616","Unknown",3.0000,,"No","N/A","No","No","N/A","Lobby_1","Lobby"
"Appliance_00000322","BLDG_00462","Room_00021470","Audio Equipment","No",,"Unknown","Unknown","Magnavox","8051","Unknown",2.0000,,"No","N/A","No","No","N/A","Recreation_1","Recreation"
"Appliance_00000551","SITE_00003","Room_00006401","Audio Equipment","No",,"Unknown","Y202161SU","Yamaha","RX-V520","Unknown",4.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00000678","SITE_00004","Room_00006410","Audio Equipment","No",,"Unknown","Unknown","Yamaha","RX-V2600","No",5.0000,,"No","N/A","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000618","SITE_00005","Room_00006422","Audio Equipment","No",,"Unknown","Unknown","Logitech","Unknown","No",2.0000,,"No","N/A","No","Yes","No label","Living Room_1","Living Room"
"Appliance_00000619","SITE_00005","Room_00006422","Audio Equipment","No",,"Unknown","10502962021","Sherwood","Sp-150s-f","No",5.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000620","SITE_00005","Room_00006422","Audio Equipment","No",,"Unknown","0081767","Sony","Sa-wp780","No",1.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000621","SITE_00005","Room_00006425","Audio Equipment","No",,"Unknown","Unknown","Logitech","Z313","No",3.0000,,"Yes","No","No","No","Connected to computer","Office_1","Office"
"Appliance_00000679","SITE_00006","Room_00006443","Audio Equipment","No",,"Unknown","Unknown","Onkyo","Unknown","Unknown",7.0000,,"Yes","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000586","SITE_00007","Room_00006460","Audio Equipment","No",,"Unknown","Unknown","Denon","Unknown","No",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000552","SITE_00008","Room_00006464","Audio Equipment","Yes",2005,,"N/A","Magnavox","MAS85/17","Unknown",2.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00000553","SITE_00008","Room_00006468","Audio Equipment","Yes",2013,,"N/A","Philips","BTM2180/37","Unknown",3.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000680","SITE_00009","Room_00006476","Audio Equipment","Yes",1993,,"N/A","York","4300N","No",3.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00001175","SITE_00024","Room_00006648","Audio Equipment","No",,"Unknown","Unknown","Panasonic","SA-AK100","No",3.0000,,"No","N/A","No","No","N/A","Living Room_3","Living Room"
"Appliance_00001179","SITE_00026","Room_00006671","Audio Equipment","No",,"Unknown","Unknown","Vizio","S4251w-B4","Unknown",4.0000,,"Yes","Yes","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001178","SITE_00028","Room_00006685","Audio Equipment","No",,"Unknown","L18542 9017","Fischer","Rs-9015","No",2.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001181","SITE_00030","Room_00006711","Audio Equipment","No",,"Unknown","Unknown","CcRadioSW","Unknown","Unknown",1.0000,,"No","N/A","No","No","N/A","Office_2","Office"
"Appliance_00001189","SITE_00032","Room_00006731","Audio Equipment","No",,"Unknown","Unknown","Mixed","Unknown","No",5.0000,,"Yes","No","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00001174","SITE_00037","Room_00006785","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","No",5.0000,,"Yes","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00022670","SITE_00038","Room_00006791","Audio Equipment","Yes",2014,,"N/A","iLive","ITB404B","Unknown",1.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000563","SITE_00042","Room_00006835","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","No",1.0000,,"No","N/A","No","No","1920s stereo","Bedroom_6","Bedroom"
"Appliance_00000564","SITE_00042","Room_00006837","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","No",1.0000,,"No","N/A","No","No","Old turn table","Dining Room_2","Dining Room"
"Appliance_00000571","SITE_00042","Room_00006842","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Ax-570","No",4.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000572","SITE_00042","Room_00006842","Audio Equipment","No",,"Unknown","Unknown","Grundig Majestic","Unknown","No",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000573","SITE_00042","Room_00006842","Audio Equipment","No",,"Unknown","Unknown","Philco","10215-a","No",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000555","SITE_00043","Room_00006845","Audio Equipment","No",,"Unknown","Unknown","Sony","CFS-200","Unknown",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000575","SITE_00044","Room_00006850","Audio Equipment","Yes",2013,,"N/A","The singing machine","STVG-519","Unknown",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000593","SITE_00046","Room_00006864","Audio Equipment","No",,"Unknown","Unknown","Kenwood","Vr-507","Yes",5.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000629","SITE_00047","Room_00006880","Audio Equipment","Yes",2016,,"N/A","Innovative Technology","93572","Unknown",3.0000,,"No","N/A","No","No","N/A","Bedroom_7","Bedroom"
"Appliance_00000592","SITE_00048","Room_00006882","Audio Equipment","No",,"Unknown","Unknown","Denon","Drew-585","No",5.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000651","SITE_00051","Room_00006914","Audio Equipment","No",,"Unknown","Unknown","Panasonic","Sa-he100","Yes",7.0000,,"Yes","No","No","Yes","N/A","Bathroom_1","Bathroom"
"Appliance_00022671","SITE_00052","Room_00006931","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Unknown","No",6.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000628","SITE_00053","Room_00006939","Audio Equipment","No",,"Unknown","1504 B8-B9-37-D8-D7-3C-5","Sonos","Play:3","Unknown",1.0000,,"No","N/A","Yes","No","N/A","Office_1","Office"
"Appliance_00000569","SITE_00054","Room_00006951","Audio Equipment","No",,"Unknown","717R012418","Onkyo","Tx-8222","No",5.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000594","SITE_00055","Room_00006958","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Hta-5740","No",5.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000589","SITE_00055","Room_00006953","Audio Equipment","No",,"Unknown","Unknown","Onkyo","Unknown","No",7.0000,,"Yes","No","No","No","N/A","Bedroom_6","Bedroom"
"Appliance_00000634","SITE_00057","Room_00006969","Audio Equipment","No",,"Unknown","Unknown","Onkyo","Thx-5000","No",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000627","SITE_00058","Room_00006973","Audio Equipment","No",,"Unknown","Unknown","Ihome","iP87","Unknown",1.0000,,"No","N/A","Unknown","No","N/A","Living Room_1","Living Room"
"Appliance_00001173","SITE_00059","Room_00006978","Audio Equipment","No",,"Unknown","Unknown","Marantz","NR1603","No",3.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000590","SITE_00060","Room_00006991","Audio Equipment","No",,"Unknown","Unknown","Linn","LK85","No",7.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000591","SITE_00060","Room_00006997","Audio Equipment","No",,"Unknown","Unknown","Denon","AVr-x2100w","No",6.0000,,"No","N/A","No","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00000630","SITE_00061","Room_00007002","Audio Equipment","No",,"Unknown","04937 1982881778AE","Bose","Sound dock series 2","Unknown",1.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00001099","SITE_00064","Room_00007028","Audio Equipment","No",,"Unknown","Unknown","Amazon","Unknown","No",1.0000,,"No","N/A","Yes","No","Wifi speaker","Family Room_1","Family Room"
"Appliance_00000570","SITE_00065","Room_00007035","Audio Equipment","No",,"Unknown","807899","Sony","Str-v25","No",3.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000562","SITE_00065","Room_00007033","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","No",2.0000,,"No","N/A","No","No","N/A","Bedroom_6","Bedroom"
"Appliance_00000631","SITE_00067","Room_00007046","Audio Equipment","No",,"Unknown","Unknown","Sony","STR-DH800","No",4.0000,,"Yes","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000632","SITE_00067","Room_00007053","Audio Equipment","Yes",2011,,"N/A","Behringer","b2031A","No",2.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00001172","SITE_00069","Room_00007063","Audio Equipment","No",,"Unknown","018815C7296 1165A","Bose","AWR1-1W","No",1.0000,,"No","N/A","No","No","N/A","Kitchen_1","Kitchen"
"Appliance_00000644","SITE_00070","Room_00007079","Audio Equipment","No",,"Unknown","Unknown","Vizio","Unknown","Unknown",1.0000,,"No","N/A","Unknown","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000645","SITE_00070","Room_00007083","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","Unknown",3.0000,,"Yes","Yes","Unknown","Yes","N/A","Family Room_2","Family Room"
"Appliance_00000641","SITE_00071","Room_00007088","Audio Equipment","No",,"Unknown","Unknown","Philips","Unknown","Unknown",1.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000615","SITE_00072","Room_00007095","Audio Equipment","No",,"Unknown","HKOCA07634","Technics","Sb-a51","No",2.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000616","SITE_00072","Room_00007095","Audio Equipment","No",,"Unknown","SNCK170610721300006","Mtx audio","Tp2400","No",2.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000558","SITE_00073","Room_00007101","Audio Equipment","No",,"Unknown","Unknown","Monsoon","Mm-702","Unknown",3.0000,,"Yes","No","No","No","N/A","Office_1","Office"
"Appliance_00000559","SITE_00073","Room_00007107","Audio Equipment","No",,"Unknown","LV1100600159","The Livio Radio","LV001","Unknown",1.0000,,"No","N/A","No","No","N/A","Kitchen_1","Kitchen"
"Appliance_00000560","SITE_00073","Room_00007112","Audio Equipment","Yes",2016,,"N/A","Pioneer","SW-10","Unknown",5.0000,,"Yes","Unknown","Unknown","Yes","N/A","Basement_1","Basement"
"Appliance_00001182","SITE_00074","Room_00007120","Audio Equipment","No",,"Unknown","Unknown","Yamaha","R-500","Unknown",1.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000549","SITE_00075","Room_00007124","Audio Equipment","No",,"Unknown","Unknown","RCA","Unknown","Unknown",4.0000,,"No","N/A","No","No","Could not access","Family Room_1","Family Room"
"Appliance_00000550","SITE_00075","Room_00007124","Audio Equipment","Yes",2014,,"N/A","ILive","IHB23B","No",3.0000,,"Yes","Yes","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000520","SITE_00077","Room_00007147","Audio Equipment","No",,"Unknown","Unknown","TEAC","DC-D2831","Unknown",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001193","SITE_00081","Room_00007180","Audio Equipment","No",,"Unknown","Unknown","Panasonic","Sa ak300","No",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001180","SITE_00083","Room_00007191","Audio Equipment","No",,"Unknown","Unknown","Tech-Play","Unknown","Unknown",1.0000,,"No","N/A","No","No","No model info of any sort","Kitchen_1","Kitchen"
"Appliance_00001214","SITE_00086","Room_00007216","Audio Equipment","No",,"Unknown","60610 FDUS0077411","Altec-Lansing","BX1020","Unknown",2.0000,,"No","N/A","No","No","Connected to computer","Bedroom_1","Bedroom"
"Appliance_00001215","SITE_00086","Room_00007211","Audio Equipment","No",,"Unknown","Unknown","Pyle Howe","PT1100","Unknown",6.0000,,"No","N/A","No","Yes","Serial number not visible","Living Room_1","Living Room"
"Appliance_00001191","SITE_00089","Room_00007236","Audio Equipment","No",,"Unknown","1536S100138","Logitech","S00150","No",3.0000,,"Yes","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001192","SITE_00089","Room_00007236","Audio Equipment","No",,"Unknown","1536S100138","Logitech","s00150","No",3.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001194","SITE_00097","Room_00007303","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","No",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001190","SITE_00101","Room_00007328","Audio Equipment","No",,"Unknown","Unknown","Panasonic","Unknown","No",2.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001168","SITE_00104","Room_00007347","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","Unknown",2.0000,,"No","N/A","No","No","Computer speakers","Living Room_1","Living Room"
"Appliance_00001161","SITE_00111","Room_00007396","Audio Equipment","No",,"Unknown","2016-029-03-03930","ONN","ONA16AA005","Unknown",1.0000,,"No","N/A","No","No","N/A","Living Room_3","Living Room"
"Appliance_00001183","SITE_00117","Room_00007445","Audio Equipment","No",,"Unknown","D05160G6AF58RZ","JBL","238206-001","No",2.0000,,"No","N/A","No","No","Connected to computer","Family Room_1","Family Room"
"Appliance_00001184","SITE_00117","Room_00007446","Audio Equipment","No",,"Unknown","Unknown","Altec-Lansing","Unknown","Unknown",2.0000,,"No","N/A","No","No","Connected to computer","Bedroom_1","Bedroom"
"Appliance_00001166","SITE_00118","Room_00007452","Audio Equipment","No",,"Unknown","Unknown","Optimus","STAV-3570","Unknown",3.0000,,"Yes","Unknown","Unknown","No","N/A","Living Room_1","Living Room"
"Appliance_00001213","SITE_00120","Room_00007469","Audio Equipment","No",,"Unknown","Unknown","Pioneer","SX-253R","Unknown",4.0000,,"No","N/A","Unknown","Yes","3 speakers and a stereo receiver","Bedroom_1","Bedroom"
"Appliance_00001171","SITE_00122","Room_00007486","Audio Equipment","No",,"Unknown","Unknown","Sony","Hcd-rg40","No",3.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00001188","SITE_00123","Room_00007499","Audio Equipment","No",,"Unknown","Unknown","Mixed","Unknown","No",4.0000,,"Yes","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001167","SITE_00124","Room_00007511","Audio Equipment","No",,"Unknown","Unknown","Logitech","Unknown","Unknown",3.0000,,"Yes","Yes","No","No","Could not access","Bedroom_2","Bedroom"
"Appliance_00001186","SITE_00127","Room_00007527","Audio Equipment","No",,"Unknown","Unknown","Dell","Unknown","Unknown",3.0000,,"Yes","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001187","SITE_00127","Room_00007527","Audio Equipment","No",,"Unknown","HXOIB01505","Panasonic","Sb-w80","Unknown",6.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001185","SITE_00131","Room_00007560","Audio Equipment","No",,"Unknown","8178732","Sony","Hcd-gx355","Unknown",3.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00000681","SITE_00136","Room_00007617","Audio Equipment","No",,"Unknown","Unknown","Technosonic","Unknown","Unknown",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000682","SITE_00137","Room_00007626","Audio Equipment","No",,"Unknown","Unknown","Samsung","Soundshare","Unknown",2.0000,,"Yes","Yes","No","Yes","Soundbar with sub","Living Room_1","Living Room"
"Appliance_00000683","SITE_00139","Room_00007654","Audio Equipment","No",,"Unknown","Unknown","Yamaha","RX-V373","No",5.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000599","SITE_00146","Room_00007760","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Rx-v677","Unknown",6.0000,,"Yes","No","No","Yes","N/A","Kitchen_1","Kitchen"
"Appliance_00000684","SITE_00148","Room_00007790","Audio Equipment","No",,"Unknown","Unknown","Marantz","SD4050","No",1.0000,,"No","N/A","No","No","N/A","Other_2","Other"
"Appliance_00000685","SITE_00148","Room_00007790","Audio Equipment","No",,"Unknown","Unknown","Marantz","CD5000","No",1.0000,,"No","N/A","No","No","N/A","Other_2","Other"
"Appliance_00000686","SITE_00148","Room_00007797","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Unknown","Unknown",,"Unknown","Unknown","N/A","Unknown","Unknown","Can't find any speakers","Living Room_1","Living Room"
"Appliance_00000923","SITE_00150","Room_00007819","Audio Equipment","No",,"Unknown","8113346","Sony","Str-de575","Unknown",6.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001176","SITE_00152","Room_00007845","Audio Equipment","No",,"Unknown","Unknown","Sharp","Unknown","Unknown",4.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001177","SITE_00152","Room_00007845","Audio Equipment","No",,"Unknown","Unknown","Panasonic","Unknown","Unknown",2.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000687","SITE_00153","Room_00007853","Audio Equipment","Yes",1998,,"N/A","White-Westinghouse","WPDC-1894CD","No",1.0000,,"No","N/A","No","No","N/A","Dining Room_1","Dining Room"
"Appliance_00000636","SITE_00156","Room_00007909","Audio Equipment","No",,"Unknown","1477282UW","Yamaha","YSY-SW205","Unknown",5.0000,,"Yes","Yes","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000613","SITE_00159","Room_00007937","Audio Equipment","No",,"Unknown","Unknown","Optimus","Sts-620","No",2.0000,,"No","N/A","No","Yes","50 watt each","Living Room_1","Living Room"
"Appliance_00000614","SITE_00159","Room_00007945","Audio Equipment","No",,"Unknown","CN-OD3431-48220-41E-08TY","Dell","Unknown","No",2.0000,,"No","N/A","No","No","Connected to computer. Green light on","Bedroom_2","Bedroom"
"Appliance_00000897","SITE_00162","Room_00007976","Audio Equipment","No",,"Unknown","Unknown","Denon","AVR3801","Unknown",6.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000898","SITE_00162","Room_00007982","Audio Equipment","No",,"Unknown","Unknown","Philips","Unknown","Unknown",2.0000,,"Yes","No","Unknown","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00000637","SITE_00164","Room_00008007","Audio Equipment","No",,"Unknown","RX4109B","Sherwood","RX-4109","Unknown",4.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00000638","SITE_00164","Room_00008011","Audio Equipment","No",,"Unknown","Unknown","Altec-Lansing","ACS340","Unknown",2.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000574","SITE_00169","Room_00008063","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Unknown","Unknown",2.0000,,"No","N/A","Unknown","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000600","SITE_00170","Room_00008076","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","Unknown",5.0000,,"Yes","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000688","SITE_00171","Room_00008098","Audio Equipment","No",,"Unknown","Unknown","Samsung","Unknown","Unknown",2.0000,,"Yes","No","Yes","Yes","Soundbar and wireless sub","Living Room_2","Living Room"
"Appliance_00000601","SITE_00172","Room_00008126","Audio Equipment","No",,"Unknown","Unknown","Akai","As970","No",2.0000,,"No","N/A","No","No","N/A","Garage_1","Garage"
"Appliance_00000917","SITE_00173","Room_00008127","Audio Equipment","No",,"Unknown","TN7EA005829","Panasonic","SBHF1050","No",3.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000556","SITE_00174","Room_00008146","Audio Equipment","No",,"Unknown","Unknown","Harman/Kardon","HK3600","Unknown",4.0000,,"No","N/A","No","No","N/A","Living Room_2","Living Room"
"Appliance_00000557","SITE_00174","Room_00008150","Audio Equipment","Yes",2005,,"N/A","Philips","AJ3950/7","Unknown",1.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00022672","SITE_00179","Room_00008210","Audio Equipment","No",,"Unknown","Unknown","Sylvania","SRCD159PL-E","No",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001323","SITE_00180","Room_00025539","Audio Equipment","No",,"Unknown","Unknown","Panasonic","SA-BTT195","Yes",,"Unknown","Yes","Unknown","No","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00001324","SITE_00183","Room_00025574","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","No",,"Unknown","No","N/A","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00001325","SITE_00184","Room_00025593","Audio Equipment","No",,"Unknown","Unknown","V4","Unknown","Unknown",,"Unknown","Yes","Unknown","Unknown","Unknown","This is a large unusual load","Bedroom_2","Bedroom"
"Appliance_00001326","SITE_00188","Room_00025633","Audio Equipment","No",,"Unknown","Unknown","Harman/Kardon","AVR-135","Unknown",,"Unknown","Yes","Unknown","No","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00001327","SITE_00189","Room_00025649","Audio Equipment","No",,"Unknown","Unknown","Kenwood","Unknown","Yes",,"Unknown","No","N/A","No","Unknown","All equipment inaccessible.","Family Room_1","Family Room"
"Appliance_00001321","SITE_00190","Room_00025525","Audio Equipment","Yes",2013,,"Unknown","Denon","AVR-1312","No",,"Unknown","Yes","Unknown","No","Unknown","N/A","Bedroom_1","Bedroom"
"Appliance_00001322","SITE_00190","Room_00025528","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","No",,"Unknown","No","N/A","No","Unknown","Small desktop speakers","Bedroom_2","Bedroom"
"Appliance_00001105","SITE_00194","Room_00008223","Audio Equipment","No",,"Unknown","Unknown","Harman/Kardon","HK3390","No",4.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001106","SITE_00194","Room_00008223","Audio Equipment","No",,"Unknown","Unknown","Marshall","Unknown","Unknown",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001107","SITE_00197","Room_00008253","Audio Equipment","No",2016,,"N/A","Proscan","PSB3713C","Unknown",1.0000,,"No","N/A","No","No","N/A","Dining Room_1","Dining Room"
"Appliance_00001109","SITE_00201","Room_00008314","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","No",1.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001150","SITE_00204","Room_00008352","Audio Equipment","No",,"Unknown","Unknown","Logitech","S120","Unknown",2.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001152","SITE_00205","Room_00008360","Audio Equipment","No",,"Unknown","828595","Sony","STR-AV910","No",5.0000,,"Yes","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001308","SITE_00207","Room_00008376","Audio Equipment","No",,"Unknown","Unknown","Philips","Two-c399","No",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001146","SITE_00219","Room_00008498","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","No",8.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001147","SITE_00219","Room_00008503","Audio Equipment","No",,"Unknown","Unknown","Mixed","Unknown","No",8.0000,,"Yes","No","No","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00001148","SITE_00219","Room_00008510","Audio Equipment","No",,"Unknown","Unknown","Mixed","Unknown","No",8.0000,,"Yes","No","No","Yes","N/A","Other_1","Other"
"Appliance_00001288","SITE_00223","Room_00008566","Audio Equipment","No",,"Unknown","Unknown","Panasonic","Sa-ht820v","Unknown",5.0000,,"Yes","Yes","Unknown","Yes","N/A","Family Room_1","Family Room"
"Appliance_00001286","SITE_00224","Room_00008577","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","Unknown",1.0000,,"No","N/A","Unknown","Yes","Sound bar. Cannot locate nameplate","Living Room_1","Living Room"
"Appliance_00001287","SITE_00224","Room_00008583","Audio Equipment","No",,"Unknown","Unknown","Vizio","Unknown","Unknown",1.0000,,"No","N/A","Unknown","Yes","Sound bar","Bedroom_3","Bedroom"
"Appliance_00001289","SITE_00225","Room_00008590","Audio Equipment","No",,"Unknown","Unknown","Panasonic","Unknown","Unknown",4.0000,,"Yes","No","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001309","SITE_00227","Room_00008624","Audio Equipment","No",,"Unknown","Unknown","Onkyo","TX-SR308","Unknown",5.0000,,"Yes","Yes","Unknown","Yes","N/A","Family Room_1","Family Room"
"Appliance_00001310","SITE_00227","Room_00008626","Audio Equipment","No",,"Unknown","Unknown","Polk Audio","Unknown","Unknown",1.0000,,"No","N/A","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001270","SITE_00231","Room_00008683","Audio Equipment","No",,"Unknown","Unknown","Bose","Unknown","Unknown",2.0000,,"No","N/A","No","Yes","Sound bar connected to tv. Acoustic wave music system II not connected","Living Room_1","Living Room"
"Appliance_00001271","SITE_00232","Room_00008696","Audio Equipment","No",,"Unknown","Unknown","Yamaha","RX-A740","Unknown",7.0000,,"Yes","Yes","Yes","Yes","Subwoofer had indicator lightSerial number not seen or accessible","Living Room_1","Living Room"
"Appliance_00000001","SITE_00237","Room_00000104","Audio Equipment","No",,"Unknown","Unknown","Mitsubishi","M-VR600","No",7.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000002","SITE_00238","Room_00000117","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","Unknown",3.0000,,"Yes","Yes","No","No","N/A","Kitchen_1","Kitchen"
"Appliance_00000003","SITE_00239","Room_00000132","Audio Equipment","No",,"Unknown","Unknown","Sharp","CDES777","Yes",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000004","SITE_00239","Room_00000126","Audio Equipment","Yes",1995,,"N/A","RCA","RP7950C","No",1.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00000005","SITE_00240","Room_00000138","Audio Equipment","Yes",2001,,"N/A","RCA","Rs 1286","Unknown",3.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00000006","SITE_00242","Room_00000165","Audio Equipment","No",,"Unknown","Unknown","RCA","RCD152E","No",1.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00000007","SITE_00244","Room_00000202","Audio Equipment","No",,"Unknown","Unknown","Aiwa","Rz555","No",4.0000,,"No","N/A","No","No","Mfg label inaccessible.","Living Room_1","Living Room"
"Appliance_00000008","SITE_00248","Room_00000264","Audio Equipment","No",,"Unknown","KX2A1440009016","Philips","HTL2160","No",2.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000009","SITE_00248","Room_00000258","Audio Equipment","No",,"Unknown","Unknown","Sony","MHC ECL99BT","No",4.0000,,"Yes","No","No","No","N/A","Bedroom_4","Bedroom"
