"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Primary","Stove Fuel","Oven Fuel","Wifi Enabled","Notes","Room Name","Room Type"
"Appliance_00014628","BLDG_00062","Room_00007427","Stove/Oven","No",,"Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Other_1","Other"
"Appliance_00014448","BLDG_00113","Room_00009678","Stove/Oven","No",2008,,"DR171339P","General Electric","JBS15","No","Yes","Electric","Electric","No","N/A","Office_1","Office"
"Appliance_00014576","BLDG_00211","Room_00014582","Stove/Oven","No",1975,,"M54421813","Whirlpool","Rde6030w","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013838","BLDG_00252","Room_00016212","Stove/Oven","Unknown",,"Unknown","Unknown","General Electric","J BP15D M1WW","Unknown","Yes","Electric","Electric","No","N/A","Recreation_1","Recreation"
"Appliance_00014840","BLDG_00379","Room_00018003","Stove/Oven","No",2009,,"AS147827Q","General Electric","J bs05 dy1ad","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013098","BLDG_00398","Room_00004291","Stove/Oven","No",,"Unknown","Unknown","General Electric","J bs03 h2wh","No","Yes","Electric","Electric","No","N/A","Recreation_1","Recreation"
"Appliance_00013385","BLDG_00462","Room_00021475","Stove/Oven","Unknown",,"Unknown","Unknown","General Electric","JB450DF1WW","No","Yes","Electric","Electric","No","N/A","Other_3","Other"
"Appliance_00014873","SITE_00001","Room_00006381","Stove/Oven","No",2015,,"R63010925","Whirlpool","Wfc150m0eb0","Unknown","Yes","Electric","Electric","No","N/A","Living Room_1","Living Room"
"Appliance_00013902","SITE_00002","Room_00006389","Stove/Oven","Yes",2003,,"N/A","Fisher & Paykel","CDU-304-N","No","Yes","Gas","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013903","SITE_00002","Room_00006389","Stove/Oven","No",,"Unknown","Unknown","KitchenAid","Unknown","No","No","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013720","SITE_00003","Room_00006402","Stove/Oven","Unknown",,"Unknown","Unknown","Frigidaire","FFEC3605LS","No","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013721","SITE_00003","Room_00006402","Stove/Oven","Unknown",,"Unknown","Unknown","General Electric","Unknown","Unknown","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013904","SITE_00004","Room_00006418","Stove/Oven","No",,"Unknown","Unknown","KitchenAid","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013812","SITE_00005","Room_00006424","Stove/Oven","Unknown",,"Unknown","Unknown","Whirlpool","Rf361pxkb","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013905","SITE_00006","Room_00006441","Stove/Oven","No",2014,,"VD616969Q","General Electric","Jk3500df2bb","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013762","SITE_00007","Room_00006455","Stove/Oven","Unknown",,"Unknown","Unknown","Sears","9114288816","No","Yes","Electric","Electric","No","Stove/Oven: Oven and range separate, nameplate is for oven, no nameplate for range","Kitchen_1","Kitchen"
"Appliance_00013722","SITE_00008","Room_00006466","Stove/Oven","Unknown",,"Unknown","Unknown","Whirlpool","WFE361LVQ","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013906","SITE_00009","Room_00006481","Stove/Oven","No",2014,,"VF44280244","Sears","790.94172310","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013859","SITE_00010","Room_00006490","Stove/Oven","Unknown",,"Unknown","Unknown","Spectra","Jbp78w0b1ww","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013907","SITE_00011","Room_00006497","Stove/Oven","No",2016,,"VF64449642","Frigidaire","Fef366emd","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014502","SITE_00012","Room_00006505","Stove/Oven","No",2012,,"DF24500099","Frigidaire","REG94BL*3","Unknown","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014503","SITE_00012","Room_00006505","Stove/Oven","No",,"Unknown","Unknown","Tappan","Unknown","Unknown","Yes","Electric","No oven","No","Stove/Oven: No nameplate","Kitchen_1","Kitchen"
"Appliance_00013908","SITE_00013","Room_00006516","Stove/Oven","No",,"Unknown","Unknown","Whirlpool","Unknown","No","Yes","Electric","Electric","No","N/A","Living Room_1","Living Room"
"Appliance_00013909","SITE_00014","Room_00006521","Stove/Oven","No",2006,,"XT4505748","KitchenAid","KERS807SSS00","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014512","SITE_00015","Room_00006536","Stove/Oven","No",2008,,"DR600327Q","General Electric","Jkp70s0m1ss","Unknown","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014513","SITE_00015","Room_00006536","Stove/Oven","No",2008,,"Unknown","General Electric","Profile","Unknown","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022920","SITE_00016","Room_00025844","Stove/Oven","No",,"Unknown","Unknown","Kenmore","Unknown","No","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022921","SITE_00016","Room_00025844","Stove/Oven","No",2009,,"XY0800548","Whirlpool","rbd245prb03","No","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022922","SITE_00016","Room_00006548","Stove/Oven","No",2009,,"XY0800548","Whirlpool","Rbd245prb03","No","Yes","No Stove","Electric","N/A","N/A","Kitchen_1","Kitchen"
"Appliance_00022923","SITE_00016","Room_00006548","Stove/Oven","No",,"Unknown","Unknown","Kenmore","Unknown","No","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022924","SITE_00017","Room_00006564","Stove/Oven","No",,"Unknown","RV2 25729Q","GE","Jb850s t1ss","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013910","SITE_00018","Room_00006581","Stove/Oven","No",,"Unknown","Unknown","Jenn Air","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013911","SITE_00019","Room_00006585","Stove/Oven","No",,"Unknown","Unknown","LG","Unknown","No","Yes","Electric","Electric","No","Stove/Oven: Could not locate nameplate","Kitchen_1","Kitchen"
"Appliance_00013912","SITE_00020","Room_00006601","Stove/Oven","No",2009,,"VF95205712","Kenmore","790.95379802","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014671","SITE_00021","Room_00006609","Stove/Oven","Yes",2017,,"N/A","Samsung","Ne59j7630ss/aa","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014645","SITE_00022","Room_00006625","Stove/Oven","No",,"Unknown","97687045Q","Kenmore","911.49485992","No","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014681","SITE_00023","Room_00006640","Stove/Oven","No",,"Unknown","RV102878G","General Electric","Jbs160j2ad","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014652","SITE_00024","Room_00006650","Stove/Oven","No",1972,,"TN176554C","General Electric","J 314001ht","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014676","SITE_00025","Room_00006660","Stove/Oven","No",2002,,"2A598850Q","Kenmore","911.40499891","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014658","SITE_00026","Room_00006672","Stove/Oven","No",2010,,"FT705243C","General Electric","Pp989dn2bb","Unknown","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014659","SITE_00026","Room_00006672","Stove/Oven","No",2010,,"AT601464Q","General Electric","J tp30d p1ww","Unknown","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014654","SITE_00028","Room_00006683","Stove/Oven","No",2016,,"GG222303Q","General Electric","J bp66w0h2ww","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014678","SITE_00029","Room_00006694","Stove/Oven","No",,"Unknown","Unknown","Samsung","Unknown","Unknown","Yes","Electric","Electric","No","Stove/Oven: No mfg label.","Kitchen_1","Kitchen"
"Appliance_00014656","SITE_00030","Room_00006706","Stove/Oven","No",2016,,"VF62307346","Kenmore","790.94173310","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014655","SITE_00031","Room_00006715","Stove/Oven","No",2010,,"AT2 34870Q","General Electric","J b660s p1ss","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014663","SITE_00032","Room_00006725","Stove/Oven","No",1991,,"FA3509977","Whirlpool","Rf365pxxni","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00022925","SITE_00033","Room_00006739","Stove/Oven","No",,"Unknown","VF33460733","Electrolux","EI30IF40LSB","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014637","SITE_00034","Room_00006761","Stove/Oven","No",2014,,"AF43605794","Frigidaire","Lfes3025pfa","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014679","SITE_00035","Room_00006765","Stove/Oven","No",2013,,"FA218746Q","General Electric","J BP23DR3WW","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014684","SITE_00036","Room_00006782","Stove/Oven","No",2014,,"VF41067208","Sears","790.93012310","No","Yes","Electric","Electric","No","N/A","Living Room_1","Living Room"
"Appliance_00014646","SITE_00037","Room_00006784","Stove/Oven","No",,"Unknown","Unknown","Whirlpool","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022926","SITE_00038","Room_00006793","Stove/Oven","No",1994,,"FD3235244","Whirlpool","RF302BXYW 2","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014664","SITE_00039","Room_00006802","Stove/Oven","No",2002,,"VF22424078","Kenmore","790.95419102","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00022927","SITE_00040","Room_00006813","Stove/Oven","No",,"Unknown","GS103912G","GE","JBS03 V2WH","Unknown","Yes","Electric","Electric","N/A","N/A","Kitchen_1","Kitchen"
"Appliance_00014650","SITE_00041","Room_00006829","Stove/Oven","No",2013,,"GA300714","General Electric","J ms070j4ad","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013739","SITE_00042","Room_00006839","Stove/Oven","Unknown",,"Unknown","Unknown","General Electric","J bs16g0n1ad","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013723","SITE_00043","Room_00006844","Stove/Oven","Unknown",,"Unknown","Unknown","Kenmore","911.95292991","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013741","SITE_00044","Room_00006852","Stove/Oven","Unknown",,"Unknown","Unknown","General Electric","J BP70S0K1SS","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013746","SITE_00045","Room_00006862","Stove/Oven","Unknown",,"Unknown","Unknown","Hotpoint","R B525 s1WH","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013772","SITE_00046","Room_00006865","Stove/Oven","Unknown",,"Unknown","Unknown","Hotpoint","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013771","SITE_00048","Room_00006883","Stove/Oven","Unknown",,"Unknown","Unknown","Frigidaire","Fef352fse","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013792","SITE_00049","Room_00006896","Stove/Oven","Unknown",,"Unknown","Unknown","General Electric","JGB282DET3WW","No","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013821","SITE_00050","Room_00006900","Stove/Oven","Unknown",,"Unknown","Unknown","Kenmore","911.6424190","Yes","No","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013857","SITE_00051","Room_00006921","Stove/Oven","Unknown",,"Unknown","Unknown","General Electric","Jgbp33demm4bb","Unknown","Yes","Gas","Gas","No","N/A","Dining Room_1","Dining Room"
"Appliance_00022928","SITE_00052","Room_00006927","Stove/Oven","No",,"Unknown","MZ266714Q","GE","J BP66M N5BS","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00013818","SITE_00053","Room_00006941","Stove/Oven","Unknown",,"Unknown","Unknown","Jenn Air","Unknown","Unknown","Yes","No Stove","Electric","Unknown","N/A","Kitchen_1","Kitchen"
"Appliance_00013819","SITE_00053","Room_00006941","Stove/Oven","Unknown",,"Unknown","Unknown","Jenn Air","Jic4536xs","No","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013736","SITE_00054","Room_00006950","Stove/Oven","Unknown",,"Unknown","Unknown","General Electric","R b525d d2ww","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013776","SITE_00055","Room_00006957","Stove/Oven","Unknown",,"Unknown","Unknown","Whirlpool","Rs696pxgb15","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013766","SITE_00056","Room_00006961","Stove/Oven","Unknown",,"Unknown","Unknown","General Electric","JBS60RF1SS","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013827","SITE_00057","Room_00006968","Stove/Oven","Unknown",,"Unknown","Unknown","Kenmore","790.62091101","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013816","SITE_00058","Room_00006974","Stove/Oven","Unknown",,"Unknown","Unknown","General Electric","J B850S T1SS","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014644","SITE_00059","Room_00006981","Stove/Oven","No",2006,,"ZL231267R","Hotpoint","RB787WH4WW","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013768","SITE_00060","Room_00006993","Stove/Oven","Unknown",,"Unknown","Unknown","Unknown","Unknown","No","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013823","SITE_00061","Room_00007001","Stove/Oven","Unknown",,"Unknown","Unknown","Frigidaire","FEF368GCA","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013817","SITE_00062","Room_00007012","Stove/Oven","Yes",2015,,"N/A","Bertazzoni","Pro304gasx","No","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013820","SITE_00063","Room_00007021","Stove/Oven","Unknown",,"Unknown","Unknown","General Electric","J BP26COH2CC","No","Yes","Electric","Electric","No","N/A","Kitchen_3","Kitchen"
"Appliance_00014510","SITE_00064","Room_00007029","Stove/Oven","No",2010,,"TT219932R","Hotpoint","Rb757d p1wh","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013738","SITE_00065","Room_00007034","Stove/Oven","Unknown",,"Unknown","Unknown","Hotpoint","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013825","SITE_00066","Room_00007037","Stove/Oven","Unknown",,"Unknown","Unknown","Frigidaire","Fef367cgtb","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013824","SITE_00067","Room_00007049","Stove/Oven","Unknown",,"Unknown","Unknown","Kenmore","790.90834601","Yes","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014648","SITE_00068","Room_00007058","Stove/Oven","No",,"Unknown","4T243637Q","Kenmore","911.6244190","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014643","SITE_00069","Room_00007063","Stove/Oven","Yes",1989,,"N/A","Hotpoint","RH962V0K4WH","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013850","SITE_00070","Room_00007077","Stove/Oven","Unknown",,"Unknown","Unknown","Premier","Unknown","Unknown","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013841","SITE_00071","Room_00007089","Stove/Oven","Unknown",,"Unknown","Unknown","Hotpoint","Rb525c2ad","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013808","SITE_00072","Room_00007095","Stove/Oven","Unknown",,"Unknown","Unknown","Premier","Unknown","No","Yes","Electric","Electric","No","Stove/Oven: Mini sized, No label","Living Room_1","Living Room"
"Appliance_00013725","SITE_00073","Room_00007107","Stove/Oven","Unknown",,"Unknown","Unknown","General Electric","Unknown","Unknown","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013726","SITE_00073","Room_00007107","Stove/Oven","Unknown",,"Unknown","Unknown","General Electric","Unknown","Unknown","Yes","Gas","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014661","SITE_00074","Room_00007119","Stove/Oven","No",,"Unknown","Unknown","Hotpoint","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013719","SITE_00075","Room_00007123","Stove/Oven","Unknown",,"Unknown","Unknown","Whirlpool","RF263LXTQ 3","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013830","SITE_00076","Room_00007132","Stove/Oven","Unknown",,"Unknown","Unknown","Hotpoint","RA620F1WH","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013672","SITE_00077","Room_00007148","Stove/Oven","Unknown",,"Unknown","Unknown","Kenmore","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013697","SITE_00078","Room_00007152","Stove/Oven","Unknown",,"Unknown","Unknown","Kenmore","911.6244190","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00013831","SITE_00079","Room_00007159","Stove/Oven","Unknown",,"Unknown","Unknown","Tappan","TEF351EWB","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014874","SITE_00080","Room_00007167","Stove/Oven","No",,"Unknown","Unknown","Amana","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014675","SITE_00081","Room_00007175","Stove/Oven","No",,"Unknown","9208162206","Caloric","Esk3700","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014653","SITE_00082","Room_00007182","Stove/Oven","No",,"Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014660","SITE_00083","Room_00007191","Stove/Oven","No",,"Unknown","VF50718260","Sears","790.94001400","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014674","SITE_00084","Room_00007200","Stove/Oven","No",2008,,"MR400699Q","General Electric","Jdp39w k5ww","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014875","SITE_00085","Room_00007206","Stove/Oven","No",,"Unknown","GD218624P","General Electric","Jbs45df1ww","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014710","SITE_00086","Room_00007213","Stove/Oven","No",2008,,"MR401033Q","General Electric","J DP39W K5WW","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014715","SITE_00087","Room_00007222","Stove/Oven","No",2009,,"VS103971H","Hotpoint","R b525 v2ad","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014682","SITE_00088","Room_00007228","Stove/Oven","No",2011,,"DR172419P","General Electric","Jbs15m1ww","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014677","SITE_00089","Room_00007237","Stove/Oven","No",,"Unknown","Unknown","Amana","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014680","SITE_00090","Room_00007250","Stove/Oven","No",2014,,"MD230671P","General Electric","BS10DF1WW","No","Yes","Electric","Electric","No","N/A","Living Room_1","Living Room"
"Appliance_00014685","SITE_00091","Room_00007257","Stove/Oven","No",,"Unknown","PG313831G","General Electric","Ms07001ad","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014708","SITE_00092","Room_00007259","Stove/Oven","No",2014,,"TD199035Q","General Electric","R S504 0N1AD","Unknown","Yes","Electric","Electric","Unknown","N/A","Kitchen_1","Kitchen"
"Appliance_00014635","SITE_00093","Room_00007268","Stove/Oven","No",2008,,"VF80462307","Tappan","Tef351ewo","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014876","SITE_00094","Room_00007280","Stove/Oven","No",,"Unknown","Unknown","Whirlpool","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022929","SITE_00095","Room_00007285","Stove/Oven","No",,"Unknown","VF44221654","Kenmore","790.90911400","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014657","SITE_00096","Room_00007291","Stove/Oven","No",2004,,"VF43640192","Kenmore","790.90911400","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014683","SITE_00097","Room_00007302","Stove/Oven","No",2009,,"9M195171Q","Sears","911.4624195","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014877","SITE_00098","Room_00007307","Stove/Oven","No",,"Unknown","Unknown","Premier","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022930","SITE_00099","Room_00007314","Stove/Oven","No",,"Unknown","HG1353130","GE","JAS03001WH","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014878","SITE_00100","Room_00007318","Stove/Oven","No",,"Unknown","RZ110312G","General Electric","J bs03 001ht","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014672","SITE_00101","Room_00007326","Stove/Oven","No",2003,,"XP1004340","Whirlpool","Rbs245pdq14","No","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014673","SITE_00101","Room_00007326","Stove/Oven","No",,"Unknown","Unknown","Kenmore","Unknown","No","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014667","SITE_00102","Room_00007335","Stove/Oven","No",,"Unknown","Unknown","General Electric","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014631","SITE_00103","Room_00007343","Stove/Oven","No",,"Unknown","VF34426048","Frigidaire","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014632","SITE_00104","Room_00007349","Stove/Oven","No",2002,,"RM1823424","Kenmore","665.95014102","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014712","SITE_00105","Room_00007361","Stove/Oven","No",,"Unknown","VF32952516","Frigidaire","Ffef3011lwd","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014621","SITE_00106","Room_00007371","Stove/Oven","No",2017,,"VF72630807","Frigidaire","fef326fsb","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014614","SITE_00107","Room_00007376","Stove/Oven","No",,"Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Electric","No oven","No","N/A","Family Room_1","Family Room"
"Appliance_00014615","SITE_00108","Room_00007378","Stove/Oven","No",2009,,"MS128608G","General Electric","J BS07 V4WW","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022931","SITE_00109","Room_00007385","Stove/Oven","No",,"Unknown","LG171820P","GE","JBS27WH2WW","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014714","SITE_00110","Room_00007392","Stove/Oven","No",2016,,"VF61845786","Frigidaire","Ffef305lsm","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014623","SITE_00111","Room_00007398","Stove/Oven","No",2010,,"AT144509R","General Electric","r b525d p1wh","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022932","SITE_00112","Room_00007405","Stove/Oven","No",,"Unknown","RG249873P","GE","J B255D J2WW","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014622","SITE_00113","Room_00007415","Stove/Oven","No",2015,,"VF53807404","Frigidaire","ffef3005mbc","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022933","SITE_00114","Room_00007424","Stove/Oven","No",1996,,"FF0502627","Whirlpool","RF356BXDW","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014636","SITE_00115","Room_00007432","Stove/Oven","No",,"Unknown","Unknown","Unknown","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014666","SITE_00116","Room_00007438","Stove/Oven","No",2006,,"SL234503R","Hotpoint","Rb787wh4ww","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014662","SITE_00117","Room_00007450","Stove/Oven","No",,"Unknown","VF541367680","Kenmore","790.90820402","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014629","SITE_00118","Room_00007454","Stove/Oven","No",2015,,"VF51312247","Frigidaire","FFEF3003NWB","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014633","SITE_00119","Room_00007461","Stove/Oven","No",,"Unknown","VF23028958","Frigidaire","FEF352AWD","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014709","SITE_00120","Room_00007467","Stove/Oven","No",,"Unknown","Unknown","Hotpoint","Unknown","Unknown","Yes","Gas","Gas","No","Stove/Oven: No visible nameplate","Kitchen_1","Kitchen"
"Appliance_00014711","SITE_00121","Room_00007480","Stove/Oven","No",,"Unknown","VF42583079","Frigidaire","Ffef3011lwd","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014641","SITE_00122","Room_00007487","Stove/Oven","No",2013,,"R34211452","Amana","Acr4530bab0","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014670","SITE_00123","Room_00007501","Stove/Oven","No",1996,,"FF1709842","Roper","Fep320bw","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014630","SITE_00124","Room_00007504","Stove/Oven","No",2005,,"RS2015570","Whirlpool","SF368LEPB 1","Unknown","Yes","Electric","Electric","No","N/A","Living Room_1","Living Room"
"Appliance_00014627","SITE_00125","Room_00007519","Stove/Oven","No",,"Unknown","RX1730447","Whirlpool","RF263LXTQ 2","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014669","SITE_00126","Room_00007522","Stove/Oven","No",2008,,"LR175320P","General Electric","Jbp27dm1ww","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014668","SITE_00127","Room_00007529","Stove/Oven","No",1987,,"7K60415","Kenmore","911.4678870","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
