building_type,season,fuel,daytype,hour,load
APARTMENT,WINTER,ELECTRIC,WEEKEND,0,0.3513
APARTMENT,WINTER,ELECTRIC,WEEKEND,1,0.3592
APARTMENT,WINTER,ELECTRIC,WEEKEND,2,0.377
APARTMENT,WINTER,ELECTRIC,WEEKEND,3,0.409
APARTMENT,WINTER,ELECTRIC,WEEKEND,4,0.4651
APARTMENT,WINTER,ELECTRIC,WEEKEND,5,0.5243
APARTMENT,WINTER,ELECTRIC,WEEKEND,6,0.5545
APARTMENT,WINTER,ELECTRIC,WEEKEND,7,0.5641
APARTMENT,WINTER,ELECTRIC,WEEKEND,8,0.5684
APARTMENT,WINTER,ELECTRIC,WEEKEND,9,0.5731
APARTMENT,WINTER,ELECTRIC,WEEKEND,10,0.5852
APARTMENT,WINTER,ELECTRIC,WEEKEND,11,0.5918
APARTMENT,WINTER,ELECTRIC,WEEKEND,12,0.6019
APARTMENT,WINTER,ELECTRIC,WEEKEND,13,0.6254
APARTMENT,WINTER,ELECTRIC,WEEKEND,14,0.6674
APARTMENT,WINTER,ELECTRIC,WEEKEND,15,0.7177
APARTMENT,WINTER,ELECTRIC,WEEKEND,16,0.7517
APARTMENT,WINTER,ELECTRIC,WEEKEND,17,0.7615
APARTMENT,WINTER,ELECTRIC,WEEKEND,18,0.7312
APARTMENT,WINTER,ELECTRIC,WEEKEND,19,0.6478
APARTMENT,WINTER,ELECTRIC,WEEKEND,20,0.5383
APARTMENT,WINTER,ELECTRIC,WEEKEND,21,0.4283
APARTMENT,WINTER,ELECTRIC,WEEKEND,22,0.3693
APARTMENT,WINTER,ELECTRIC,WEEKEND,23,0.3493
APARTMENT,WINTER,ELECTRIC,WEEKDAY,0,0.3425
APARTMENT,WINTER,ELECTRIC,WEEKDAY,1,0.3501
APARTMENT,WINTER,ELECTRIC,WEEKDAY,2,0.3721
APARTMENT,WINTER,ELECTRIC,WEEKDAY,3,0.4192
APARTMENT,WINTER,ELECTRIC,WEEKDAY,4,0.4971
APARTMENT,WINTER,ELECTRIC,WEEKDAY,5,0.543
APARTMENT,WINTER,ELECTRIC,WEEKDAY,6,0.5279
APARTMENT,WINTER,ELECTRIC,WEEKDAY,7,0.5126
APARTMENT,WINTER,ELECTRIC,WEEKDAY,8,0.512
APARTMENT,WINTER,ELECTRIC,WEEKDAY,9,0.516
APARTMENT,WINTER,ELECTRIC,WEEKDAY,10,0.5218
APARTMENT,WINTER,ELECTRIC,WEEKDAY,11,0.5232
APARTMENT,WINTER,ELECTRIC,WEEKDAY,12,0.5325
APARTMENT,WINTER,ELECTRIC,WEEKDAY,13,0.5647
APARTMENT,WINTER,ELECTRIC,WEEKDAY,14,0.62
APARTMENT,WINTER,ELECTRIC,WEEKDAY,15,0.6862
APARTMENT,WINTER,ELECTRIC,WEEKDAY,16,0.7355
APARTMENT,WINTER,ELECTRIC,WEEKDAY,17,0.7468
APARTMENT,WINTER,ELECTRIC,WEEKDAY,18,0.7196
APARTMENT,WINTER,ELECTRIC,WEEKDAY,19,0.6406
APARTMENT,WINTER,ELECTRIC,WEEKDAY,20,0.5303
APARTMENT,WINTER,ELECTRIC,WEEKDAY,21,0.4206
APARTMENT,WINTER,ELECTRIC,WEEKDAY,22,0.365
APARTMENT,WINTER,ELECTRIC,WEEKDAY,23,0.3443
APARTMENT,WINTER,GAS,WEEKEND,0,0.2691
APARTMENT,WINTER,GAS,WEEKEND,1,0.2855
APARTMENT,WINTER,GAS,WEEKEND,2,0.3201
APARTMENT,WINTER,GAS,WEEKEND,3,0.3813
APARTMENT,WINTER,GAS,WEEKEND,4,0.476
APARTMENT,WINTER,GAS,WEEKEND,5,0.5605
APARTMENT,WINTER,GAS,WEEKEND,6,0.5775
APARTMENT,WINTER,GAS,WEEKEND,7,0.542
APARTMENT,WINTER,GAS,WEEKEND,8,0.5021
APARTMENT,WINTER,GAS,WEEKEND,9,0.49
APARTMENT,WINTER,GAS,WEEKEND,10,0.4871
APARTMENT,WINTER,GAS,WEEKEND,11,0.4475
APARTMENT,WINTER,GAS,WEEKEND,12,0.4119
APARTMENT,WINTER,GAS,WEEKEND,13,0.4131
APARTMENT,WINTER,GAS,WEEKEND,14,0.4585
APARTMENT,WINTER,GAS,WEEKEND,15,0.5285
APARTMENT,WINTER,GAS,WEEKEND,16,0.5528
APARTMENT,WINTER,GAS,WEEKEND,17,0.5295
APARTMENT,WINTER,GAS,WEEKEND,18,0.5093
APARTMENT,WINTER,GAS,WEEKEND,19,0.4892
APARTMENT,WINTER,GAS,WEEKEND,20,0.4537
APARTMENT,WINTER,GAS,WEEKEND,21,0.3862
APARTMENT,WINTER,GAS,WEEKEND,22,0.3098
APARTMENT,WINTER,GAS,WEEKEND,23,0.2681
APARTMENT,WINTER,GAS,WEEKDAY,0,0.2568
APARTMENT,WINTER,GAS,WEEKDAY,1,0.2766
APARTMENT,WINTER,GAS,WEEKDAY,2,0.3384
APARTMENT,WINTER,GAS,WEEKDAY,3,0.4531
APARTMENT,WINTER,GAS,WEEKDAY,4,0.5912
APARTMENT,WINTER,GAS,WEEKDAY,5,0.6147
APARTMENT,WINTER,GAS,WEEKDAY,6,0.5428
APARTMENT,WINTER,GAS,WEEKDAY,7,0.4907
APARTMENT,WINTER,GAS,WEEKDAY,8,0.4824
APARTMENT,WINTER,GAS,WEEKDAY,9,0.4645
APARTMENT,WINTER,GAS,WEEKDAY,10,0.4291
APARTMENT,WINTER,GAS,WEEKDAY,11,0.3754
APARTMENT,WINTER,GAS,WEEKDAY,12,0.3508
APARTMENT,WINTER,GAS,WEEKDAY,13,0.3737
APARTMENT,WINTER,GAS,WEEKDAY,14,0.4405
APARTMENT,WINTER,GAS,WEEKDAY,15,0.5202
APARTMENT,WINTER,GAS,WEEKDAY,16,0.5388
APARTMENT,WINTER,GAS,WEEKDAY,17,0.5151
APARTMENT,WINTER,GAS,WEEKDAY,18,0.4992
APARTMENT,WINTER,GAS,WEEKDAY,19,0.4951
APARTMENT,WINTER,GAS,WEEKDAY,20,0.4643
APARTMENT,WINTER,GAS,WEEKDAY,21,0.3869
APARTMENT,WINTER,GAS,WEEKDAY,22,0.3091
APARTMENT,WINTER,GAS,WEEKDAY,23,0.2636
APARTMENT,SPRING,ELECTRIC,WEEKEND,0,0.3106
APARTMENT,SPRING,ELECTRIC,WEEKEND,1,0.3097
APARTMENT,SPRING,ELECTRIC,WEEKEND,2,0.3164
APARTMENT,SPRING,ELECTRIC,WEEKEND,3,0.3478
APARTMENT,SPRING,ELECTRIC,WEEKEND,4,0.4069
APARTMENT,SPRING,ELECTRIC,WEEKEND,5,0.4681
APARTMENT,SPRING,ELECTRIC,WEEKEND,6,0.5111
APARTMENT,SPRING,ELECTRIC,WEEKEND,7,0.5384
APARTMENT,SPRING,ELECTRIC,WEEKEND,8,0.5578
APARTMENT,SPRING,ELECTRIC,WEEKEND,9,0.5818
APARTMENT,SPRING,ELECTRIC,WEEKEND,10,0.5942
APARTMENT,SPRING,ELECTRIC,WEEKEND,11,0.6085
APARTMENT,SPRING,ELECTRIC,WEEKEND,12,0.6376
APARTMENT,SPRING,ELECTRIC,WEEKEND,13,0.682
APARTMENT,SPRING,ELECTRIC,WEEKEND,14,0.7325
APARTMENT,SPRING,ELECTRIC,WEEKEND,15,0.7552
APARTMENT,SPRING,ELECTRIC,WEEKEND,16,0.7369
APARTMENT,SPRING,ELECTRIC,WEEKEND,17,0.7129
APARTMENT,SPRING,ELECTRIC,WEEKEND,18,0.6868
APARTMENT,SPRING,ELECTRIC,WEEKEND,19,0.5701
APARTMENT,SPRING,ELECTRIC,WEEKEND,20,0.4367
APARTMENT,SPRING,ELECTRIC,WEEKEND,21,0.3647
APARTMENT,SPRING,ELECTRIC,WEEKEND,22,0.3325
APARTMENT,SPRING,ELECTRIC,WEEKEND,23,0.3179
APARTMENT,SPRING,ELECTRIC,WEEKDAY,0,0.3138
APARTMENT,SPRING,ELECTRIC,WEEKDAY,1,0.3182
APARTMENT,SPRING,ELECTRIC,WEEKDAY,2,0.3391
APARTMENT,SPRING,ELECTRIC,WEEKDAY,3,0.4011
APARTMENT,SPRING,ELECTRIC,WEEKDAY,4,0.4566
APARTMENT,SPRING,ELECTRIC,WEEKDAY,5,0.4639
APARTMENT,SPRING,ELECTRIC,WEEKDAY,6,0.4663
APARTMENT,SPRING,ELECTRIC,WEEKDAY,7,0.481
APARTMENT,SPRING,ELECTRIC,WEEKDAY,8,0.4984
APARTMENT,SPRING,ELECTRIC,WEEKDAY,9,0.5154
APARTMENT,SPRING,ELECTRIC,WEEKDAY,10,0.5213
APARTMENT,SPRING,ELECTRIC,WEEKDAY,11,0.5358
APARTMENT,SPRING,ELECTRIC,WEEKDAY,12,0.5729
APARTMENT,SPRING,ELECTRIC,WEEKDAY,13,0.6317
APARTMENT,SPRING,ELECTRIC,WEEKDAY,14,0.6997
APARTMENT,SPRING,ELECTRIC,WEEKDAY,15,0.7362
APARTMENT,SPRING,ELECTRIC,WEEKDAY,16,0.724
APARTMENT,SPRING,ELECTRIC,WEEKDAY,17,0.7045
APARTMENT,SPRING,ELECTRIC,WEEKDAY,18,0.6797
APARTMENT,SPRING,ELECTRIC,WEEKDAY,19,0.564
APARTMENT,SPRING,ELECTRIC,WEEKDAY,20,0.4337
APARTMENT,SPRING,ELECTRIC,WEEKDAY,21,0.3669
APARTMENT,SPRING,ELECTRIC,WEEKDAY,22,0.3357
APARTMENT,SPRING,ELECTRIC,WEEKDAY,23,0.3209
APARTMENT,SPRING,GAS,WEEKEND,0,0.1535
APARTMENT,SPRING,GAS,WEEKEND,1,0.1662
APARTMENT,SPRING,GAS,WEEKEND,2,0.1945
APARTMENT,SPRING,GAS,WEEKEND,3,0.2584
APARTMENT,SPRING,GAS,WEEKEND,4,0.339
APARTMENT,SPRING,GAS,WEEKEND,5,0.4027
APARTMENT,SPRING,GAS,WEEKEND,6,0.4159
APARTMENT,SPRING,GAS,WEEKEND,7,0.3983
APARTMENT,SPRING,GAS,WEEKEND,8,0.3954
APARTMENT,SPRING,GAS,WEEKEND,9,0.4121
APARTMENT,SPRING,GAS,WEEKEND,10,0.3859
APARTMENT,SPRING,GAS,WEEKEND,11,0.3536
APARTMENT,SPRING,GAS,WEEKEND,12,0.3448
APARTMENT,SPRING,GAS,WEEKEND,13,0.3795
APARTMENT,SPRING,GAS,WEEKEND,14,0.4503
APARTMENT,SPRING,GAS,WEEKEND,15,0.4762
APARTMENT,SPRING,GAS,WEEKEND,16,0.4501
APARTMENT,SPRING,GAS,WEEKEND,17,0.4198
APARTMENT,SPRING,GAS,WEEKEND,18,0.4
APARTMENT,SPRING,GAS,WEEKEND,19,0.3684
APARTMENT,SPRING,GAS,WEEKEND,20,0.3044
APARTMENT,SPRING,GAS,WEEKEND,21,0.2247
APARTMENT,SPRING,GAS,WEEKEND,22,0.1732
APARTMENT,SPRING,GAS,WEEKEND,23,0.1557
APARTMENT,SPRING,GAS,WEEKDAY,0,0.1631
APARTMENT,SPRING,GAS,WEEKDAY,1,0.197
APARTMENT,SPRING,GAS,WEEKDAY,2,0.2752
APARTMENT,SPRING,GAS,WEEKDAY,3,0.4099
APARTMENT,SPRING,GAS,WEEKDAY,4,0.4542
APARTMENT,SPRING,GAS,WEEKDAY,5,0.4081
APARTMENT,SPRING,GAS,WEEKDAY,6,0.377
APARTMENT,SPRING,GAS,WEEKDAY,7,0.3859
APARTMENT,SPRING,GAS,WEEKDAY,8,0.3852
APARTMENT,SPRING,GAS,WEEKDAY,9,0.3701
APARTMENT,SPRING,GAS,WEEKDAY,10,0.3244
APARTMENT,SPRING,GAS,WEEKDAY,11,0.2965
APARTMENT,SPRING,GAS,WEEKDAY,12,0.3089
APARTMENT,SPRING,GAS,WEEKDAY,13,0.3659
APARTMENT,SPRING,GAS,WEEKDAY,14,0.4461
APARTMENT,SPRING,GAS,WEEKDAY,15,0.4651
APARTMENT,SPRING,GAS,WEEKDAY,16,0.436
APARTMENT,SPRING,GAS,WEEKDAY,17,0.4129
APARTMENT,SPRING,GAS,WEEKDAY,18,0.4034
APARTMENT,SPRING,GAS,WEEKDAY,19,0.3778
APARTMENT,SPRING,GAS,WEEKDAY,20,0.3083
APARTMENT,SPRING,GAS,WEEKDAY,21,0.2292
APARTMENT,SPRING,GAS,WEEKDAY,22,0.178
APARTMENT,SPRING,GAS,WEEKDAY,23,0.1599
APARTMENT,SUMMER,ELECTRIC,WEEKEND,0,0.3693
APARTMENT,SUMMER,ELECTRIC,WEEKEND,1,0.3609
APARTMENT,SUMMER,ELECTRIC,WEEKEND,2,0.3604
APARTMENT,SUMMER,ELECTRIC,WEEKEND,3,0.3842
APARTMENT,SUMMER,ELECTRIC,WEEKEND,4,0.4461
APARTMENT,SUMMER,ELECTRIC,WEEKEND,5,0.5199
APARTMENT,SUMMER,ELECTRIC,WEEKEND,6,0.5786
APARTMENT,SUMMER,ELECTRIC,WEEKEND,7,0.6232
APARTMENT,SUMMER,ELECTRIC,WEEKEND,8,0.6637
APARTMENT,SUMMER,ELECTRIC,WEEKEND,9,0.6985
APARTMENT,SUMMER,ELECTRIC,WEEKEND,10,0.7178
APARTMENT,SUMMER,ELECTRIC,WEEKEND,11,0.7374
APARTMENT,SUMMER,ELECTRIC,WEEKEND,12,0.7652
APARTMENT,SUMMER,ELECTRIC,WEEKEND,13,0.8034
APARTMENT,SUMMER,ELECTRIC,WEEKEND,14,0.844
APARTMENT,SUMMER,ELECTRIC,WEEKEND,15,0.8533
APARTMENT,SUMMER,ELECTRIC,WEEKEND,16,0.8278
APARTMENT,SUMMER,ELECTRIC,WEEKEND,17,0.7987
APARTMENT,SUMMER,ELECTRIC,WEEKEND,18,0.7611
APARTMENT,SUMMER,ELECTRIC,WEEKEND,19,0.6407
APARTMENT,SUMMER,ELECTRIC,WEEKEND,20,0.5066
APARTMENT,SUMMER,ELECTRIC,WEEKEND,21,0.4339
APARTMENT,SUMMER,ELECTRIC,WEEKEND,22,0.3976
APARTMENT,SUMMER,ELECTRIC,WEEKEND,23,0.3764
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,0,0.3652
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,1,0.3606
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,2,0.3706
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,3,0.4218
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,4,0.4806
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,5,0.5045
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,6,0.5266
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,7,0.5623
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,8,0.5989
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,9,0.6304
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,10,0.645
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,11,0.6646
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,12,0.7032
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,13,0.7565
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,14,0.813
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,15,0.8351
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,16,0.8142
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,17,0.7876
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,18,0.7548
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,19,0.638
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,20,0.5086
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,21,0.4389
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,22,0.4027
APARTMENT,SUMMER,ELECTRIC,WEEKDAY,23,0.3806
APARTMENT,SUMMER,GAS,WEEKEND,0,0.1266
APARTMENT,SUMMER,GAS,WEEKEND,1,0.1345
APARTMENT,SUMMER,GAS,WEEKEND,2,0.1562
APARTMENT,SUMMER,GAS,WEEKEND,3,0.2126
APARTMENT,SUMMER,GAS,WEEKEND,4,0.2933
APARTMENT,SUMMER,GAS,WEEKEND,5,0.361
APARTMENT,SUMMER,GAS,WEEKEND,6,0.3792
APARTMENT,SUMMER,GAS,WEEKEND,7,0.3636
APARTMENT,SUMMER,GAS,WEEKEND,8,0.3616
APARTMENT,SUMMER,GAS,WEEKEND,9,0.3787
APARTMENT,SUMMER,GAS,WEEKEND,10,0.3537
APARTMENT,SUMMER,GAS,WEEKEND,11,0.3243
APARTMENT,SUMMER,GAS,WEEKEND,12,0.3198
APARTMENT,SUMMER,GAS,WEEKEND,13,0.3515
APARTMENT,SUMMER,GAS,WEEKEND,14,0.417
APARTMENT,SUMMER,GAS,WEEKEND,15,0.4408
APARTMENT,SUMMER,GAS,WEEKEND,16,0.414
APARTMENT,SUMMER,GAS,WEEKEND,17,0.3819
APARTMENT,SUMMER,GAS,WEEKEND,18,0.3609
APARTMENT,SUMMER,GAS,WEEKEND,19,0.3298
APARTMENT,SUMMER,GAS,WEEKEND,20,0.2698
APARTMENT,SUMMER,GAS,WEEKEND,21,0.1979
APARTMENT,SUMMER,GAS,WEEKEND,22,0.1508
APARTMENT,SUMMER,GAS,WEEKEND,23,0.1313
APARTMENT,SUMMER,GAS,WEEKDAY,0,0.129
APARTMENT,SUMMER,GAS,WEEKDAY,1,0.1556
APARTMENT,SUMMER,GAS,WEEKDAY,2,0.2222
APARTMENT,SUMMER,GAS,WEEKDAY,3,0.344
APARTMENT,SUMMER,GAS,WEEKDAY,4,0.3907
APARTMENT,SUMMER,GAS,WEEKDAY,5,0.3574
APARTMENT,SUMMER,GAS,WEEKDAY,6,0.3335
APARTMENT,SUMMER,GAS,WEEKDAY,7,0.3439
APARTMENT,SUMMER,GAS,WEEKDAY,8,0.3475
APARTMENT,SUMMER,GAS,WEEKDAY,9,0.3359
APARTMENT,SUMMER,GAS,WEEKDAY,10,0.2958
APARTMENT,SUMMER,GAS,WEEKDAY,11,0.2695
APARTMENT,SUMMER,GAS,WEEKDAY,12,0.283
APARTMENT,SUMMER,GAS,WEEKDAY,13,0.3397
APARTMENT,SUMMER,GAS,WEEKDAY,14,0.4149
APARTMENT,SUMMER,GAS,WEEKDAY,15,0.4305
APARTMENT,SUMMER,GAS,WEEKDAY,16,0.3986
APARTMENT,SUMMER,GAS,WEEKDAY,17,0.3745
APARTMENT,SUMMER,GAS,WEEKDAY,18,0.3641
APARTMENT,SUMMER,GAS,WEEKDAY,19,0.3379
APARTMENT,SUMMER,GAS,WEEKDAY,20,0.2711
APARTMENT,SUMMER,GAS,WEEKDAY,21,0.1982
APARTMENT,SUMMER,GAS,WEEKDAY,22,0.1507
APARTMENT,SUMMER,GAS,WEEKDAY,23,0.1305
APARTMENT,FALL,ELECTRIC,WEEKEND,0,0.3296
APARTMENT,FALL,ELECTRIC,WEEKEND,1,0.3317
APARTMENT,FALL,ELECTRIC,WEEKEND,2,0.3441
APARTMENT,FALL,ELECTRIC,WEEKEND,3,0.372
APARTMENT,FALL,ELECTRIC,WEEKEND,4,0.4256
APARTMENT,FALL,ELECTRIC,WEEKEND,5,0.492
APARTMENT,FALL,ELECTRIC,WEEKEND,6,0.5366
APARTMENT,FALL,ELECTRIC,WEEKEND,7,0.5568
APARTMENT,FALL,ELECTRIC,WEEKEND,8,0.5678
APARTMENT,FALL,ELECTRIC,WEEKEND,9,0.5867
APARTMENT,FALL,ELECTRIC,WEEKEND,10,0.6059
APARTMENT,FALL,ELECTRIC,WEEKEND,11,0.6173
APARTMENT,FALL,ELECTRIC,WEEKEND,12,0.6294
APARTMENT,FALL,ELECTRIC,WEEKEND,13,0.6506
APARTMENT,FALL,ELECTRIC,WEEKEND,14,0.6852
APARTMENT,FALL,ELECTRIC,WEEKEND,15,0.7276
APARTMENT,FALL,ELECTRIC,WEEKEND,16,0.7574
APARTMENT,FALL,ELECTRIC,WEEKEND,17,0.7501
APARTMENT,FALL,ELECTRIC,WEEKEND,18,0.7005
APARTMENT,FALL,ELECTRIC,WEEKEND,19,0.6091
APARTMENT,FALL,ELECTRIC,WEEKEND,20,0.504
APARTMENT,FALL,ELECTRIC,WEEKEND,21,0.4096
APARTMENT,FALL,ELECTRIC,WEEKEND,22,0.3561
APARTMENT,FALL,ELECTRIC,WEEKEND,23,0.3345
APARTMENT,FALL,ELECTRIC,WEEKDAY,0,0.323
APARTMENT,FALL,ELECTRIC,WEEKDAY,1,0.3256
APARTMENT,FALL,ELECTRIC,WEEKDAY,2,0.3431
APARTMENT,FALL,ELECTRIC,WEEKDAY,3,0.3893
APARTMENT,FALL,ELECTRIC,WEEKDAY,4,0.4592
APARTMENT,FALL,ELECTRIC,WEEKDAY,5,0.502
APARTMENT,FALL,ELECTRIC,WEEKDAY,6,0.5008
APARTMENT,FALL,ELECTRIC,WEEKDAY,7,0.5007
APARTMENT,FALL,ELECTRIC,WEEKDAY,8,0.5116
APARTMENT,FALL,ELECTRIC,WEEKDAY,9,0.5274
APARTMENT,FALL,ELECTRIC,WEEKDAY,10,0.543
APARTMENT,FALL,ELECTRIC,WEEKDAY,11,0.5502
APARTMENT,FALL,ELECTRIC,WEEKDAY,12,0.5628
APARTMENT,FALL,ELECTRIC,WEEKDAY,13,0.5938
APARTMENT,FALL,ELECTRIC,WEEKDAY,14,0.6432
APARTMENT,FALL,ELECTRIC,WEEKDAY,15,0.6995
APARTMENT,FALL,ELECTRIC,WEEKDAY,16,0.7419
APARTMENT,FALL,ELECTRIC,WEEKDAY,17,0.7375
APARTMENT,FALL,ELECTRIC,WEEKDAY,18,0.6922
APARTMENT,FALL,ELECTRIC,WEEKDAY,19,0.599
APARTMENT,FALL,ELECTRIC,WEEKDAY,20,0.4917
APARTMENT,FALL,ELECTRIC,WEEKDAY,21,0.3992
APARTMENT,FALL,ELECTRIC,WEEKDAY,22,0.3509
APARTMENT,FALL,ELECTRIC,WEEKDAY,23,0.3303
APARTMENT,FALL,GAS,WEEKEND,0,0.2165
APARTMENT,FALL,GAS,WEEKEND,1,0.2275
APARTMENT,FALL,GAS,WEEKEND,2,0.2573
APARTMENT,FALL,GAS,WEEKEND,3,0.3132
APARTMENT,FALL,GAS,WEEKEND,4,0.4042
APARTMENT,FALL,GAS,WEEKEND,5,0.492
APARTMENT,FALL,GAS,WEEKEND,6,0.5183
APARTMENT,FALL,GAS,WEEKEND,7,0.494
APARTMENT,FALL,GAS,WEEKEND,8,0.461
APARTMENT,FALL,GAS,WEEKEND,9,0.4546
APARTMENT,FALL,GAS,WEEKEND,10,0.4473
APARTMENT,FALL,GAS,WEEKEND,11,0.4136
APARTMENT,FALL,GAS,WEEKEND,12,0.3849
APARTMENT,FALL,GAS,WEEKEND,13,0.3913
APARTMENT,FALL,GAS,WEEKEND,14,0.4429
APARTMENT,FALL,GAS,WEEKEND,15,0.506
APARTMENT,FALL,GAS,WEEKEND,16,0.5192
APARTMENT,FALL,GAS,WEEKEND,17,0.493
APARTMENT,FALL,GAS,WEEKEND,18,0.4661
APARTMENT,FALL,GAS,WEEKEND,19,0.4477
APARTMENT,FALL,GAS,WEEKEND,20,0.4083
APARTMENT,FALL,GAS,WEEKEND,21,0.3396
APARTMENT,FALL,GAS,WEEKEND,22,0.2644
APARTMENT,FALL,GAS,WEEKEND,23,0.2237
APARTMENT,FALL,GAS,WEEKDAY,0,0.2037
APARTMENT,FALL,GAS,WEEKDAY,1,0.2217
APARTMENT,FALL,GAS,WEEKDAY,2,0.2784
APARTMENT,FALL,GAS,WEEKDAY,3,0.3908
APARTMENT,FALL,GAS,WEEKDAY,4,0.5084
APARTMENT,FALL,GAS,WEEKDAY,5,0.5264
APARTMENT,FALL,GAS,WEEKDAY,6,0.4721
APARTMENT,FALL,GAS,WEEKDAY,7,0.4391
APARTMENT,FALL,GAS,WEEKDAY,8,0.435
APARTMENT,FALL,GAS,WEEKDAY,9,0.4226
APARTMENT,FALL,GAS,WEEKDAY,10,0.3898
APARTMENT,FALL,GAS,WEEKDAY,11,0.3447
APARTMENT,FALL,GAS,WEEKDAY,12,0.3273
APARTMENT,FALL,GAS,WEEKDAY,13,0.3566
APARTMENT,FALL,GAS,WEEKDAY,14,0.4297
APARTMENT,FALL,GAS,WEEKDAY,15,0.4981
APARTMENT,FALL,GAS,WEEKDAY,16,0.5036
APARTMENT,FALL,GAS,WEEKDAY,17,0.4759
APARTMENT,FALL,GAS,WEEKDAY,18,0.4553
APARTMENT,FALL,GAS,WEEKDAY,19,0.4411
APARTMENT,FALL,GAS,WEEKDAY,20,0.3996
APARTMENT,FALL,GAS,WEEKDAY,21,0.3235
APARTMENT,FALL,GAS,WEEKDAY,22,0.2534
APARTMENT,FALL,GAS,WEEKDAY,23,0.2125
CONDO,WINTER,ELECTRIC,WEEKEND,0,0.3829
CONDO,WINTER,ELECTRIC,WEEKEND,1,0.4001
CONDO,WINTER,ELECTRIC,WEEKEND,2,0.4258
CONDO,WINTER,ELECTRIC,WEEKEND,3,0.4629
CONDO,WINTER,ELECTRIC,WEEKEND,4,0.5182
CONDO,WINTER,ELECTRIC,WEEKEND,5,0.5711
CONDO,WINTER,ELECTRIC,WEEKEND,6,0.5771
CONDO,WINTER,ELECTRIC,WEEKEND,7,0.5537
CONDO,WINTER,ELECTRIC,WEEKEND,8,0.5319
CONDO,WINTER,ELECTRIC,WEEKEND,9,0.5262
CONDO,WINTER,ELECTRIC,WEEKEND,10,0.5362
CONDO,WINTER,ELECTRIC,WEEKEND,11,0.5456
CONDO,WINTER,ELECTRIC,WEEKEND,12,0.5609
CONDO,WINTER,ELECTRIC,WEEKEND,13,0.585
CONDO,WINTER,ELECTRIC,WEEKEND,14,0.6237
CONDO,WINTER,ELECTRIC,WEEKEND,15,0.664
CONDO,WINTER,ELECTRIC,WEEKEND,16,0.6925
CONDO,WINTER,ELECTRIC,WEEKEND,17,0.7011
CONDO,WINTER,ELECTRIC,WEEKEND,18,0.674
CONDO,WINTER,ELECTRIC,WEEKEND,19,0.6034
CONDO,WINTER,ELECTRIC,WEEKEND,20,0.5088
CONDO,WINTER,ELECTRIC,WEEKEND,21,0.4194
CONDO,WINTER,ELECTRIC,WEEKEND,22,0.3781
CONDO,WINTER,ELECTRIC,WEEKEND,23,0.3697
CONDO,WINTER,ELECTRIC,WEEKDAY,0,0.368
CONDO,WINTER,ELECTRIC,WEEKDAY,1,0.3841
CONDO,WINTER,ELECTRIC,WEEKDAY,2,0.41
CONDO,WINTER,ELECTRIC,WEEKDAY,3,0.4552
CONDO,WINTER,ELECTRIC,WEEKDAY,4,0.526
CONDO,WINTER,ELECTRIC,WEEKDAY,5,0.5693
CONDO,WINTER,ELECTRIC,WEEKDAY,6,0.5425
CONDO,WINTER,ELECTRIC,WEEKDAY,7,0.5055
CONDO,WINTER,ELECTRIC,WEEKDAY,8,0.4853
CONDO,WINTER,ELECTRIC,WEEKDAY,9,0.4816
CONDO,WINTER,ELECTRIC,WEEKDAY,10,0.4875
CONDO,WINTER,ELECTRIC,WEEKDAY,11,0.4935
CONDO,WINTER,ELECTRIC,WEEKDAY,12,0.5082
CONDO,WINTER,ELECTRIC,WEEKDAY,13,0.5389
CONDO,WINTER,ELECTRIC,WEEKDAY,14,0.5867
CONDO,WINTER,ELECTRIC,WEEKDAY,15,0.643
CONDO,WINTER,ELECTRIC,WEEKDAY,16,0.6809
CONDO,WINTER,ELECTRIC,WEEKDAY,17,0.6891
CONDO,WINTER,ELECTRIC,WEEKDAY,18,0.6656
CONDO,WINTER,ELECTRIC,WEEKDAY,19,0.5949
CONDO,WINTER,ELECTRIC,WEEKDAY,20,0.4993
CONDO,WINTER,ELECTRIC,WEEKDAY,21,0.4102
CONDO,WINTER,ELECTRIC,WEEKDAY,22,0.3704
